tahun_kelahiran,pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,keluhan,day_after,jumlah_promosi,day,month,year
1978,1.0,1.0,78513000.0,1.0,0.0,77.0,16184.0,54621.0,16184.0,10115.0,0.0,0.0,3.0,0.0,579.0,0,1,8,2013
1959,3.0,1.0,151007472.0,1.0,1.0,45.0,155688.0,528000.0,73647.0,48552.0,2.0,6.0,11.0,0.0,572.0,0,25,7,2013
1966,2.0,0.0,98033000.0,0.0,0.0,79.0,184093.0,501704.0,119357.0,95081.0,1.0,9.0,12.0,0.0,315.0,6,10,11,2012
1920,3.0,1.0,169859645.0,0.0,0.0,51.0,226270.0,1377590.0,176625.0,148921.0,2.0,4.0,4.0,0.0,567.0,3,20,7,2013
1965,2.0,1.0,140155282.0,0.0,0.0,40.0,48529.0,1027979.0,55689.0,74839.50193798449,3.0,2.0,4.0,0.0,523.0,5,6,6,2013
1954,2.0,2.0,151660539.0,0.0,1.0,77.0,171923.0,336684.0,85015.71224489796,76970.0,3.0,9.0,6.0,0.0,576.0,4,29,7,2013
1952,4.0,0.0,107244641.0,1.0,1.0,35.0,1849.0,106182.0,7399.0,0.0,8.0,7.0,5.0,0.0,576.0,4,29,7,2013
1957,3.0,1.0,103793992.0,0.0,1.0,51.0,81106.40695296523,97909.0,10195.0,7984.0,5.0,9.0,5.0,0.0,576.0,4,29,7,2013
1970,2.0,1.0,77970971.0,1.0,0.0,27.0,7533.0,51216.0,15646.0,14487.0,2.0,2.0,3.0,0.0,523.0,5,6,6,2013
1948,4.0,0.0,94097451.0,0.0,0.0,12.0,39766.0,49518.0,301.0,23068.0,1.0,4.0,2.0,0.0,523.0,5,6,6,2013
1978,2.0,1.0,85861931.0,0.0,0.0,52.0,36392.0,253969.0,31728.0,42468.0,6.0,7.0,6.0,0.0,433.0,6,8,3,2013
1968,4.0,1.0,129361661.0,0.0,0.0,65.0,28073.0,515678.0,18474.0,41007.0,0.0,8.0,5.0,0.0,523.0,5,6,6,2013
1957,2.0,1.0,162965000.0,0.0,0.0,13.0,50575.0,639268.0,70805.0,206346.0,3.0,3.0,8.0,0.0,805.0,1,15,3,2014
1985,2.0,1.0,88929000.0,2.0,0.0,34.0,8092.0,135541.0,22253.0,6069.0,1.0,1.0,1.0,0.0,813.0,6,23,3,2014
1964,2.0,3.0,100707000.0,0.0,1.0,94.0,0.0,228599.0,26299.0,14161.0,2.0,10.0,10.0,0.0,572.0,0,25,7,2013
1974,1.0,0.0,96833764.0,0.0,1.0,27.0,22770.0,296256.0,144607.0,17401.0,5.0,6.0,5.0,0.0,572.0,0,25,7,2013
1980,3.0,0.0,83913729.0,1.0,0.0,38.0,364.0,63131.0,16111.0,12648.0,2.0,4.0,1.0,0.0,433.0,6,8,3,2013
1969,2.0,0.0,160114827.0,0.0,0.0,67.0,80529.0,374088.8282208589,291847.0,125271.0,0.0,5.0,8.0,0.0,558.0,1,11,7,2013
1970,2.0,2.0,172966399.0,0.0,0.0,3.0,88770.44505494506,961815.0,184093.0,93076.54098360655,0.0,7.0,5.0,0.0,433.0,6,8,3,2013
1974,2.0,0.0,102482952.0,0.0,1.0,53.0,26012.0,306477.0,73723.0,2882.0,0.0,7.0,6.0,0.0,572.0,0,25,7,2013
1959,3.0,0.0,109424709.0,1.0,1.0,12.0,6462.0,133157.0,7755.0,3231.0,9.0,7.0,7.0,0.0,576.0,4,29,7,2013
1963,3.0,1.0,162968399.0,0.0,0.0,87.0,139844.0,517937.8377823409,185982.0,104916.0,3.0,6.0,10.0,0.0,576.0,4,29,7,2013
1954,3.0,1.0,134201000.0,0.0,0.0,71.0,18207.0,266048.26248671627,176001.0,28322.0,3.0,6.0,8.0,0.0,597.0,0,19,8,2013
1972,1.0,0.0,48772709.0,0.0,0.0,32.0,15452.0,32704.0,49790.0,12250.0,2.0,2.0,1.0,0.0,567.0,3,20,7,2013
1958,2.0,0.0,140808798.0,0.0,0.0,43.0,35003.0,251930.0,16439.0,36031.0,0.0,5.0,6.0,0.0,576.0,4,29,7,2013
1973,2.0,1.0,138302622.0,0.0,0.0,11.0,54846.0,955824.0,244421.0,80854.0,0.0,6.0,7.0,0.0,523.0,5,6,6,2013
1981,1.0,0.0,49396072.0,1.0,0.0,72.0,36596.0,24245.0,18054.0,22720.0,1.0,1.0,1.0,0.0,433.0,6,8,3,2013
1971,4.0,3.0,76108000.0,1.0,1.0,44.0,0.0,12138.0,6069.0,8092.0,2.0,0.0,0.0,0.0,871.0,3,20,5,2014
1981,3.0,2.0,107111725.0,0.0,1.0,56.0,4046.0,18925.0,3714.0,6746.0,3.0,1.0,9.0,0.0,572.0,0,25,7,2013
1976,3.0,0.0,84669180.0,0.0,0.0,23.0,111644.0,392688.0,104260.12396694215,93506.0,1.0,2.0,9.0,0.0,433.0,6,8,3,2013
1975,2.0,0.0,84306632.0,1.0,0.0,42.0,26658.0,127265.0,14925.0,24770.0,4.0,5.0,4.0,0.0,523.0,5,6,6,2013
1980,3.0,1.0,65454205.0,1.0,0.0,48.0,51634.53116531165,24041.0,10255.0,10068.0,2.0,1.0,0.0,0.0,590.0,2,12,8,2013
1987,2.0,2.0,79697000.0,1.0,0.0,97.0,2023.0,46529.0,65748.57280513919,28322.0,2.0,0.0,3.0,0.0,516.0,0,30,5,2013
1966,2.0,1.0,150973000.0,1.0,1.0,80.0,52598.0,718165.0,101150.0,89012.0,6.0,6.0,10.0,0.0,240.0,1,27,8,2012
1973,2.0,2.0,114221000.0,1.0,1.0,25.0,2023.0,366163.0,14161.0,66759.0,12.0,5.0,9.0,0.0,324.0,1,19,11,2012
1946,3.0,3.0,136365720.0,0.0,1.0,79.0,68146.0,352968.0,7712.0,24678.0,2.0,12.0,3.0,0.0,567.0,3,20,7,2013
1964,4.0,2.0,68800000.0,0.0,1.0,72.0,0.0,24276.0,0.0,0.0,1.0,1.0,2.0,0.0,597.0,0,19,8,2013
1965,2.0,1.0,83576665.0,1.0,1.0,50.0,14251.0,219009.0,5515.0,36921.0,7.0,5.0,5.0,0.0,523.0,5,6,6,2013
1962,2.0,1.0,57444000.0,1.0,1.0,7.0,6069.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,434.0,0,9,3,2013
1965,2.0,1.0,150635922.0,0.0,0.0,16.0,195064.0,1451582.0,246468.0,239437.0,2.0,8.0,5.0,0.0,433.0,6,8,3,2013
1950,4.0,4.0,104788000.0,0.0,0.0,66.0,24276.0,70805.0,44506.0,10115.0,1.0,8.0,9.0,0.0,323.0,6,18,11,2012
1983,2.0,2.0,164155000.0,0.0,0.0,0.0,82943.0,1438353.0,137564.0,388416.0,2.0,3.0,11.0,0.0,846.0,0,25,4,2014
1963,4.0,3.0,172019000.0,0.0,0.0,82.0,155771.0,805154.0,104260.12396694215,0.0,0.0,3.0,8.0,0.0,492.0,6,6,5,2013
1972,3.0,3.0,84065127.0,1.0,1.0,64.0,2457.0,201085.0,18802.0,30109.0,7.0,6.0,2.0,0.0,572.0,0,25,7,2013
1972,2.0,3.0,88946805.0,0.0,0.0,78.0,51634.53116531165,60417.0,22300.0,5557.0,3.0,2.0,4.0,0.0,590.0,2,12,8,2013
1974,3.0,2.0,143420362.0,0.0,0.0,68.0,53123.0,401858.0,43397.0,71685.0,1.0,3.0,9.0,0.0,567.0,3,20,7,2013
1977,1.0,1.0,29507684.0,1.0,0.0,71.0,8092.0,28256.0,4046.0,74376.0,4.0,2.0,3.0,0.0,433.0,6,8,3,2013
1962,2.0,2.0,150516838.0,0.0,0.0,31.0,205119.0,1648311.0,279253.0,150253.0,0.0,5.0,5.0,0.0,433.0,6,8,3,2013
1973,3.0,0.0,76759452.0,1.0,0.0,34.0,11026.0,196591.0,40737.0,15865.0,4.0,5.0,5.0,0.0,523.0,5,6,6,2013
1970,2.0,2.0,119632568.0,0.0,1.0,38.0,69683.0,542271.0,116717.0,307269.0,2.0,8.0,12.0,0.0,572.0,0,25,7,2013
1959,2.0,1.0,152480599.0,0.0,0.0,7.0,141710.0,339377.0,120414.0,61762.0,2.0,10.0,3.0,0.0,576.0,4,29,7,2013
1988,2.0,2.0,135432450.46090534,1.0,0.0,92.0,165886.0,517937.8377823409,103173.0,214438.0,1.0,9.0,8.0,0.0,576.0,4,29,7,2013
1970,2.0,0.0,151380446.0,0.0,0.0,43.0,156844.0,597645.0,85015.71224489796,135323.0,2.0,9.0,4.0,0.0,576.0,4,29,7,2013
1961,2.0,2.0,34016000.0,1.0,1.0,19.0,12138.0,8092.0,0.0,0.0,5.0,0.0,5.0,0.0,258.0,1,14,9,2012
1975,2.0,1.0,65157215.0,1.0,0.0,7.0,2227.0,32071.0,8705.0,909.0,0.0,1.0,1.0,0.0,558.0,1,11,7,2013
1981,2.0,2.0,47337472.0,1.0,0.0,48.0,2759.0,7908.0,0.0,5332.0,0.0,1.0,1.0,0.0,558.0,1,11,7,2013
1977,2.0,2.0,98109745.28679654,1.0,0.0,21.0,15366.0,837200.0,17349.0,211356.0,1.0,4.0,6.0,0.0,572.0,0,25,7,2013
1967,1.0,0.0,99259818.0,1.0,0.0,47.0,5901.0,24443.0,11803.0,15849.0,0.0,0.0,6.0,0.0,558.0,1,11,7,2013
1973,2.0,2.0,114211326.0,0.0,1.0,28.0,25661.0,104066.0,25765.0,97582.0,4.0,1.0,5.0,0.0,433.0,6,8,3,2013
1948,3.0,3.0,135296346.0,0.0,0.0,7.0,12197.0,43260.0,14456.0,63318.49794238683,4.0,5.0,7.0,0.0,576.0,4,29,7,2013
1960,2.0,1.0,153086000.0,0.0,1.0,84.0,70805.0,629153.0,4046.0,54621.0,0.0,5.0,9.0,0.0,388.0,1,22,1,2013
1971,4.0,1.0,129609156.0,0.0,0.0,62.0,29004.0,531516.0,22015.0,51069.0,0.0,7.0,5.0,0.0,523.0,5,6,6,2013
1971,3.0,0.0,79229438.0,1.0,0.0,12.0,2956.0,118674.0,97116.1450094162,23641.0,1.0,3.0,0.0,0.0,523.0,5,6,6,2013
1971,4.0,0.0,52446000.0,1.0,0.0,51.0,2023.0,48552.0,14161.0,14161.0,2.0,3.0,5.0,0.0,244.0,4,31,8,2012
1956,1.0,0.0,111767408.0,0.0,0.0,57.0,96465.0,588731.0,182142.0,90574.0,3.0,8.0,5.0,0.0,523.0,5,6,6,2013
1964,1.0,1.0,164130436.0,0.0,0.0,40.0,57690.642045454544,494040.0,228950.0,199730.0,0.0,4.0,10.0,0.0,523.0,5,6,6,2013
1957,2.0,1.0,165751833.0,0.0,0.0,67.0,112212.0,978208.0,129514.0,93444.0,0.0,8.0,5.0,0.0,576.0,4,29,7,2013
1976,2.0,0.0,151645194.0,0.0,0.0,16.0,57546.0,1212291.0,393245.0,66811.0,2.0,5.0,5.0,0.0,433.0,6,8,3,2013
1976,4.0,2.0,77828211.0,1.0,0.0,39.0,0.0,20480.0,6353.0,2165.0,0.0,0.0,3.0,0.0,572.0,0,25,7,2013
1950,1.0,1.0,122745296.0,0.0,0.0,32.0,8474.0,454244.0,55440.0,52160.0,2.0,7.0,6.0,0.0,572.0,0,25,7,2013
1953,3.0,2.0,101093419.0,0.0,0.0,64.0,125683.0,497199.0,167278.0,123660.0,1.0,4.0,8.0,0.0,567.0,3,20,7,2013
1981,4.0,2.0,46855000.0,1.0,0.0,46.0,0.0,6069.0,0.0,8092.0,1.0,3.0,1.0,0.0,884.0,1,2,6,2014
1960,2.0,1.0,155345895.0,0.0,0.0,49.0,167628.0,811882.0,403899.0,151105.0,2.0,3.0,8.0,0.0,590.0,2,12,8,2013
1963,3.0,0.0,95076565.0,0.0,0.0,86.0,47198.83404710921,174273.0,18290.0,14863.0,5.0,7.0,5.0,0.0,572.0,0,25,7,2013
1976,3.0,0.0,64463127.0,1.0,0.0,19.0,6961.0,124943.0,7794.0,0.0,4.0,10.0,3.0,0.0,572.0,0,25,7,2013
1973,3.0,2.0,112590000.0,1.0,0.0,13.0,6069.0,143633.0,6069.0,4046.0,2.0,5.0,5.0,0.0,714.0,0,14,12,2013
1983,2.0,0.0,131081972.0,0.0,0.0,47.0,35782.0,558009.0,39003.0,93234.0,2.0,4.0,4.0,0.0,523.0,5,6,6,2013
1977,4.0,3.0,108125228.0,1.0,0.0,59.0,8501.0,266048.26248671627,20255.0,14596.0,1.0,2.0,2.0,0.0,572.0,0,25,7,2013
1982,2.0,2.0,165440200.0,0.0,0.0,45.0,43612.0,601197.0,43369.0,51021.0,2.0,6.0,6.0,0.0,523.0,5,6,6,2013
1988,3.0,2.0,39443000.0,2.0,0.0,58.0,0.0,16184.0,12138.0,12138.0,2.0,4.0,4.0,0.0,615.0,0,6,9,2013
1951,2.0,2.0,109295649.0,0.0,0.0,16.0,54306.0,234150.0,76072.0,15567.0,2.0,7.0,4.0,0.0,576.0,4,29,7,2013
1975,2.0,1.0,133793147.0,0.0,0.0,2.0,18311.0,525910.0,29499.0,36402.0,2.0,3.0,8.0,0.0,433.0,6,8,3,2013
1950,2.0,1.0,109803487.0,0.0,0.0,47.0,52557.0,238903.0,56672.0,7942.0,3.0,9.0,6.0,0.0,576.0,4,29,7,2013
1964,2.0,1.0,164564118.0,0.0,0.0,42.0,297283.0,1459106.0,159654.0,100122.0,0.0,1.0,8.0,0.0,576.0,4,29,7,2013
1978,1.0,1.0,126677061.0,0.0,0.0,50.0,62971.0,579820.0,180635.0,217721.0,2.0,3.0,10.0,0.0,558.0,1,11,7,2013
1965,2.0,1.0,141757207.0,0.0,0.0,68.0,184166.0,785250.0,67570.0,70968.0,0.0,7.0,5.0,0.0,590.0,2,12,8,2013
1973,2.0,0.0,67169000.0,1.0,0.0,15.0,14161.0,32368.0,36414.0,20230.0,3.0,0.0,1.0,0.0,419.0,0,22,2,2013
1972,2.0,2.0,78081255.0,1.0,0.0,19.0,1280.0,26299.0,0.0,0.0,2.0,2.0,2.0,0.0,523.0,5,6,6,2013
1959,3.0,0.0,126885000.0,1.0,0.0,42.0,16184.0,95081.0,6069.0,20230.0,7.0,10.0,5.0,0.0,436.0,0,11,3,2013
1974,4.0,1.0,63759000.0,1.0,0.0,15.0,0.0,58667.0,8092.0,6069.0,0.0,5.0,0.0,0.0,520.0,6,3,6,2013
1966,2.0,2.0,163122604.0,0.0,0.0,50.0,203706.0,766116.0,245649.0,271484.0,1.0,3.0,6.0,0.0,558.0,1,11,7,2013
1972,3.0,0.0,79405641.0,1.0,0.0,4.0,2939.0,96430.0,10633.0,14351.0,1.0,4.0,0.0,0.0,523.0,5,6,6,2013
1971,4.0,1.0,161603000.0,0.0,0.0,67.0,109242.0,1385755.0,343910.0,188139.0,3.0,1.0,11.0,0.0,549.0,0,2,7,2013
1976,3.0,0.0,82062357.0,1.0,0.0,95.0,18144.0,44568.0,31373.0,5882.0,3.0,1.0,4.0,0.0,590.0,2,12,8,2013
1979,2.0,0.0,143901924.0,0.0,0.0,25.0,99643.0,639564.0,200666.0,77657.0,2.0,2.0,10.0,0.0,558.0,1,11,7,2013
1959,2.0,2.0,152025999.0,0.0,1.0,60.0,149750.0,338258.0,183052.0,52646.0,2.0,10.0,7.0,0.0,576.0,4,29,7,2013
1986,1.0,0.0,104262548.0,0.0,0.0,51.0,57766.0,376646.0,52883.0,61765.0,6.0,7.0,3.0,0.0,576.0,4,29,7,2013
1982,2.0,1.0,47082780.0,1.0,0.0,50.0,17785.0,83677.0,21827.0,15367.0,2.0,4.0,3.0,0.0,558.0,1,11,7,2013
1958,2.0,1.0,155704384.0,0.0,0.0,13.0,104969.0,800855.0,157026.0,118358.0,1.0,8.0,7.0,0.0,523.0,5,6,6,2013
1956,3.0,0.0,104650000.0,1.0,1.0,75.0,4046.0,16184.0,0.0,10115.0,4.0,0.0,3.0,0.0,718.0,1,18,12,2013
1975,3.0,1.0,117508000.0,1.0,1.0,52.0,8092.0,48552.0,0.0,4046.0,6.0,8.0,5.0,0.0,902.0,4,20,6,2014
1959,2.0,1.0,103056470.0,0.0,0.0,75.0,4046.0,70912.0,85015.71224489796,11584.0,4.0,8.0,6.0,0.0,576.0,4,29,7,2013
1978,1.0,2.0,50336779.0,0.0,0.0,74.0,11132.0,3687.0,21940.0,0.0,0.0,0.0,2.0,0.0,558.0,1,11,7,2013
1987,3.0,0.0,180914756.0,0.0,0.0,33.0,149007.0,1496059.0,268647.0,248378.0,0.0,5.0,10.0,0.0,433.0,6,8,3,2013
1949,3.0,0.0,94364930.0,0.0,0.0,10.0,38545.0,51100.0,97116.1450094162,21125.0,2.0,4.0,2.0,0.0,523.0,5,6,6,2013
1967,3.0,1.0,94008000.0,0.0,1.0,86.0,10115.0,24276.0,12138.0,16184.0,2.0,1.0,1.0,0.0,842.0,1,21,4,2014
1947,3.0,0.0,94350717.0,0.0,0.0,8.0,57690.642045454544,50759.0,646.0,23167.0,1.0,4.0,2.0,0.0,523.0,5,6,6,2013
1979,2.0,2.0,149193253.0,1.0,0.0,55.0,81106.40695296523,655112.0,68826.0,125639.0,1.0,7.0,9.0,0.0,576.0,4,29,7,2013
1964,3.0,0.0,67614000.0,0.0,1.0,0.0,0.0,80920.0,6069.0,12138.0,2.0,2.0,2.0,0.0,288.0,0,14,10,2012
1978,2.0,0.0,119136026.0,0.0,0.0,63.0,81106.40695296523,203306.0,22816.0,10990.0,4.0,6.0,8.0,0.0,576.0,4,29,7,2013
1969,1.0,1.0,42794347.0,0.0,0.0,74.0,14285.0,8994.0,13942.0,14503.0,1.0,2.0,3.0,0.0,558.0,1,11,7,2013
1980,0.0,1.0,33757511.0,0.0,0.0,24.0,7163.0,21991.0,20491.0,21158.0,3.0,3.0,2.0,0.0,590.0,2,12,8,2013
1948,1.0,2.0,161462000.0,0.0,0.0,51.0,54621.0,906304.0,145656.0,6069.0,1.0,6.0,14.0,0.0,704.0,1,4,12,2013
1956,3.0,2.0,144861317.0,0.0,1.0,4.0,64974.0,548599.0,65748.57280513919,37232.0,2.0,6.0,16.0,0.0,572.0,0,25,7,2013
1954,2.0,1.0,188797719.0,0.0,0.0,46.0,93935.0,1535342.0,371579.0,139645.0,0.0,3.0,7.0,0.0,590.0,2,12,8,2013
1996,2.0,1.0,175005937.0,0.0,0.0,61.0,59383.0,1189458.0,75558.0,219877.0,2.0,6.0,12.0,0.0,567.0,3,20,7,2013
1964,1.0,1.0,110924775.0,0.0,1.0,90.0,57690.642045454544,36745.0,3484.0,2922.0,4.0,5.0,4.0,0.0,523.0,5,6,6,2013
1961,2.0,0.0,171987065.0,0.0,0.0,57.0,88759.0,603537.0,79353.0,318377.0,2.0,6.0,11.0,0.0,433.0,6,8,3,2013
1973,4.0,1.0,102971000.0,1.0,0.0,24.0,6069.0,20230.0,4046.0,0.0,2.0,3.0,4.0,0.0,791.0,0,1,3,2014
1961,2.0,0.0,107251000.0,1.0,1.0,66.0,51771.25,210392.0,10115.0,61748.57231404959,10.0,5.0,5.0,0.0,383.0,1,17,1,2013
1963,1.0,1.0,28493740.0,0.0,0.0,78.0,7571.0,437149.3945945946,16603.0,9553.0,0.0,2.0,3.0,0.0,590.0,2,12,8,2013
1974,2.0,2.0,49652000.0,1.0,0.0,77.0,6069.0,4046.0,6069.0,14161.0,1.0,4.0,2.0,0.0,509.0,6,23,5,2013
1949,3.0,2.0,160275902.0,0.0,0.0,51.0,171649.0,970380.0,231210.0,89350.0,1.0,2.0,6.0,0.0,558.0,1,11,7,2013
1958,2.0,3.0,168010855.0,0.0,0.0,71.0,65929.0,1132022.0,93984.0,9037.0,2.0,7.0,3.0,0.0,558.0,1,11,7,2013
1979,1.0,1.0,119240709.0,0.0,1.0,27.0,56726.0,210151.0,180781.0,143151.0,0.0,11.0,8.0,0.0,567.0,3,20,7,2013
1964,1.0,0.0,135432450.46090534,0.0,0.0,10.0,10951.0,68462.0,33227.0,13276.0,2.0,8.0,5.0,0.0,576.0,4,29,7,2013
1952,2.0,1.0,166102374.0,0.0,0.0,83.0,47933.0,1115556.0,85232.0,107148.0,0.0,9.0,6.0,0.0,576.0,4,29,7,2013
1948,3.0,1.0,163919948.0,0.0,0.0,72.0,192332.0,1368379.0,45578.0,89170.0,2.0,2.0,8.0,0.0,576.0,4,29,7,2013
1966,3.0,1.0,125908100.0,0.0,0.0,86.0,28919.0,578900.0,84892.0,80227.0,0.0,5.0,8.0,0.0,576.0,4,29,7,2013
1978,3.0,0.0,145701075.0,0.0,1.0,92.0,56217.0,258753.0,127300.0,141332.0,2.0,2.0,11.0,0.0,572.0,0,25,7,2013
1989,3.0,0.0,183239000.0,0.0,0.0,49.0,127449.0,1859137.0,109242.0,117334.0,2.0,8.0,12.0,0.0,292.0,0,18,10,2012
1971,3.0,1.0,110560775.0,1.0,1.0,5.0,81106.40695296523,255956.0,21274.0,8864.0,2.0,5.0,7.0,0.0,576.0,4,29,7,2013
1982,2.0,1.0,184712000.0,0.0,0.0,41.0,149702.0,1741803.0,184093.0,56644.0,1.0,6.0,9.0,0.0,765.0,0,3,2,2014
1980,3.0,1.0,76468924.0,0.0,0.0,34.0,69526.0,106371.0,109952.0,55762.0,2.0,0.0,6.0,0.0,523.0,5,6,6,2013
1958,2.0,2.0,114782000.0,0.0,1.0,69.0,208369.0,333795.0,208369.0,157794.0,4.0,12.0,6.0,1.0,393.0,0,27,1,2013
1982,2.0,2.0,37939980.0,1.0,0.0,52.0,997.0,11578.0,30717.0,46855.445757250265,1.0,3.0,2.0,0.0,572.0,0,25,7,2013
1969,2.0,1.0,64226950.0,1.0,0.0,24.0,5531.0,6914.0,4148.0,6811.0,0.0,0.0,2.0,0.0,558.0,1,11,7,2013
1963,2.0,2.0,125204918.0,0.0,1.0,87.0,1713.0,58048.0,0.0,63318.49794238683,0.0,7.0,7.0,0.0,576.0,4,29,7,2013
1953,2.0,4.0,92348000.0,1.0,1.0,72.0,47198.83404710921,18207.0,14161.0,4046.0,0.0,3.0,1.0,0.0,454.0,0,29,3,2013
1952,2.0,2.0,180504000.0,1.0,2.0,104.0,28322.0,570486.0,73796.57649667405,0.0,4.0,0.0,7.0,0.0,495.0,3,9,5,2013
1981,2.0,2.0,58338000.0,1.0,0.0,25.0,4046.0,24276.0,24276.0,10115.0,0.0,0.0,2.0,0.0,875.0,1,24,5,2014
1983,2.0,0.0,129137404.09213051,1.0,0.0,40.0,4672.0,231248.0,34960.0,1424.0,4.0,7.0,5.0,0.0,523.0,5,6,6,2013
1965,2.0,1.0,166539464.0,0.0,0.0,53.0,137690.0,1037103.0,275009.0,104315.0,2.0,0.0,12.0,0.0,523.0,5,6,6,2013
1948,3.0,3.0,136989655.0,0.0,1.0,75.0,51868.0,269719.0,5386.0,17237.0,2.0,11.0,3.0,0.0,567.0,3,20,7,2013
1965,2.0,3.0,86935506.0,1.0,1.0,11.0,875.0,13389.0,1313.0,4483.0,0.0,1.0,3.0,0.0,572.0,0,25,7,2013
1949,3.0,1.0,117276832.0,0.0,1.0,69.0,4059.0,155675.0,4018.0,34240.0,1.0,6.0,10.0,0.0,567.0,3,20,7,2013
1968,2.0,2.0,167767634.0,0.0,0.0,34.0,63745.0,803268.0,183435.0,61748.57231404959,0.0,6.0,8.0,0.0,558.0,1,11,7,2013
1954,2.0,3.0,149505684.0,0.0,0.0,73.0,149245.0,1084916.0,210034.0,166115.0,1.0,1.0,7.0,0.0,558.0,1,11,7,2013
1989,2.0,0.0,16882779.0,0.0,0.0,54.0,32869.0,167984.0,6058.0,27297.0,19.0,1.0,1.0,0.0,572.0,0,25,7,2013
1961,3.0,3.0,158037905.0,0.0,0.0,37.0,72895.0,475478.0,56301.0,50864.0,0.0,4.0,9.0,0.0,567.0,3,20,7,2013
1972,2.0,0.0,123998093.0,0.0,0.0,59.0,177492.0,565744.6,170407.0,23766.0,0.0,5.0,8.0,0.0,523.0,5,6,6,2013
1954,2.0,2.0,141199096.0,0.0,1.0,42.0,45737.0,503781.0,277004.0,31505.0,4.0,9.0,7.0,0.0,558.0,1,11,7,2013
1990,0.0,0.0,98109745.28679654,1.0,0.0,91.0,18207.0,28322.0,28322.0,22253.0,0.0,3.0,3.0,0.0,393.0,0,27,1,2013
1966,2.0,1.0,102074945.0,0.0,1.0,64.0,9929.0,57426.0,27580.0,20386.0,2.0,7.0,4.0,0.0,576.0,4,29,7,2013
1945,3.0,2.0,117475080.0,0.0,0.0,73.0,14656.0,215190.0,6168.0,20597.0,1.0,4.0,7.0,0.0,567.0,3,20,7,2013
1951,2.0,2.0,80096000.0,1.0,1.0,17.0,2023.0,0.0,0.0,6069.0,1.0,0.0,5.0,0.0,590.0,2,12,8,2013
1986,3.0,1.0,183571274.0,0.0,0.0,59.0,192916.0,725362.0,164369.0,147045.0,0.0,4.0,8.0,0.0,567.0,3,20,7,2013
1960,2.0,1.0,94351017.0,0.0,0.0,13.0,19311.0,47099.0,0.0,10373.0,2.0,4.0,4.0,0.0,523.0,5,6,6,2013
1968,2.0,1.0,158784102.0,0.0,0.0,47.0,115295.0,415544.0,72284.0,141085.0,0.0,1.0,7.0,0.0,567.0,3,20,7,2013
1973,3.0,1.0,115544076.71304348,1.0,0.0,41.0,6069.0,6797.0,9456.0,6139.0,2.0,0.0,3.0,0.0,567.0,3,20,7,2013
1960,2.0,2.0,82894190.0,1.0,0.0,60.0,10355.0,281976.0,80.0,74839.50193798449,8.0,6.0,5.0,0.0,523.0,5,6,6,2013
1960,2.0,1.0,161244000.0,0.0,0.0,49.0,176001.0,805154.0,416738.0,165886.0,2.0,0.0,10.0,0.0,907.0,4,25,6,2014
1958,4.0,1.0,92601908.0,0.0,0.0,39.0,23218.0,43083.0,2140.0,15713.0,3.0,5.0,5.0,0.0,523.0,5,6,6,2013
1967,2.0,2.0,135171742.0,0.0,0.0,32.0,12590.0,358755.0,105346.0,176493.0,2.0,6.0,8.0,0.0,558.0,1,11,7,2013
1977,2.0,1.0,78511549.0,1.0,0.0,12.0,0.0,58418.0,97116.1450094162,6982.0,1.0,3.0,1.0,0.0,523.0,5,6,6,2013
1966,4.0,2.0,75967244.0,1.0,1.0,58.0,12102.0,87271.0,7559.0,46855.445757250265,2.0,7.0,4.0,0.0,572.0,0,25,7,2013
1950,2.0,1.0,109855938.0,0.0,0.0,51.0,51787.0,240106.0,54794.0,7509.0,3.0,9.0,6.0,0.0,576.0,4,29,7,2013
1987,2.0,2.0,166020584.0,0.0,0.0,19.0,102476.0,1055598.0,75116.0,107596.0,1.0,2.0,11.0,0.0,433.0,6,8,3,2013
1979,2.0,1.0,138851311.0,0.0,0.0,83.0,133746.0,729135.0,180086.0,263920.0,0.0,5.0,8.0,0.0,567.0,3,20,7,2013
1962,2.0,2.0,141752587.0,0.0,0.0,62.0,6990.0,256912.0,18503.0,10485.0,2.0,2.0,11.0,0.0,567.0,3,20,7,2013
1981,1.0,2.0,58836179.0,1.0,0.0,30.0,7209.0,29204.0,30657.0,0.0,1.0,0.0,3.0,0.0,590.0,2,12,8,2013
1959,1.0,2.0,55549000.0,0.0,1.0,27.0,20230.0,374088.8282208589,2023.0,18207.0,3.0,2.0,2.0,0.0,409.0,1,12,2,2013
1953,3.0,2.0,119119000.0,1.0,1.0,92.0,0.0,26299.0,4046.0,18207.0,3.0,4.0,5.0,0.0,487.0,0,1,5,2013
1975,2.0,0.0,6819000.0,1.0,0.0,54.0,0.0,4046.0,8092.0,0.0,0.0,3.0,1.0,0.0,466.0,0,10,4,2013
1948,2.0,2.0,173349000.0,0.0,0.0,1.0,52598.0,1045891.0,216461.0,252875.0,1.0,1.0,12.0,0.0,673.0,6,3,11,2013
1952,2.0,1.0,110163728.0,0.0,0.0,54.0,81106.40695296523,247169.0,43776.0,4967.0,4.0,9.0,7.0,0.0,576.0,4,29,7,2013
