tahun_kelahiran,belanja_daging,belanja_ikan,belanja_kue,belanja_buah,terakhir_belanja,pendapatan,pembelian_web,pembelian_toko,day_after,jumlah_promosi
1972.0,344346.0,23036.0,18476.0,16113.0,50,128511870.0,7,10,580,1
1970.0,23211.88,7534.0,7195.0,0.0,53,34488715.0,1,0,660,3
1957.0,856093.0,110940.0,78233.0,154465.0,59,143445859.0,8,6,484,2
1978.0,226637.0,67080.0,41739.0,53505.0,61,54487153.0,5,4,488,1
1971.0,231295.0,71366.0,53547.0,17057.0,26,122490227.0,8,11,566,1
1959.0,665140.0,76171.0,21730.0,49334.0,56,157459822.0,5,8,575,3
1965.0,208150.0,37158.0,91141.0,130282.0,102,131453701.0,5,5,569,2
1978.0,33509.0,21187.57,24913.0,17963.0,8,49576627.0,3,2,556,3
1988.0,913496.0,332146.0,108118.0,14535.0,16,139144963.0,3,6,535,5
1987.0,340979.0,70063.0,27040.0,94563.0,82,173402108.0,4,12,559,5
1965.0,114444.0,2771.0,3926.0,6586.0,70,125225906.0,5,6,621,4
1979.0,26202.0,1152.0,1729.0,288.0,14,78034723.0,3,2,644,5
1986.0,74859.0,94660.46,31360.0,59210.0,14,81456338.0,4,3,540,1
1966.0,857810.82,156520.0,207058.0,75131.0,22,142442286.95,8,7,536,1
1971.0,31296.0,24173.0,22321.0,17169.0,14,48653057.0,4,2,556,3
1966.0,59352.0,0.0,750.0,3670.0,39,115264384.0,5,7,615,3
1955.0,500304.0,300275.0,19560.0,239478.0,54,153118673.0,10,6,565,0
1967.0,49920.0,7579.0,0.0,7437.0,21,94439965.0,4,4,650,5
1974.0,1265873.0,243718.0,107451.0,298601.0,33,165152687.0,3,7,532,4
1968.0,188214.0,8353.0,30185.0,4148.0,28,80801013.0,5,2,550,5
1963.0,59973.0,0.0,2266.95,2676.0,77,125242504.0,6,6,637,4
1977.0,790540.991875,101103.0,63879.0,116858.0,64,147845000.0,2,6,535,4
1956.0,430899.0,165886.0,62713.0,54621.0,3,134410000.0,3,10,753,1
1976.0,418948.88,34109.0,22170.0,14161.0,2,113168798.0,0,5,497,6
1959.0,1678551.0,296444.0,235805.0,134325.0,53,166477427.0,6,10,534,4
1981.0,24622.0,20120.0,30181.0,5030.0,9,77980810.0,3,0,561,5
1986.0,1551641.0,309519.0,74851.0,265013.0,97,133108000.0,3,4,245,1
1971.0,1214741.0,153035.0,132167.0,83333.0,67,167678247.0,4,6,521,1
1953.0,116474.0,12913.0,7781.0,9727.0,68,134855658.0,4,7,621,4
1968.0,14857.0,10357.0,9030.0,5162.0,75,29653405.0,3,3,601,2
1989.0,942933.0,158158.0,100565.0,6890.0,55,135689136.0,7,10,600,2
1997.0,30345.0,26299.0,46529.0,36414.0,20,15820000.0,6,2,316,6
1943.0,1443185.0,122010.0,30707.0,82830.0,69,194849608.0,6,5,634,5
1972.0,99127.0,25715.29296875,2023.0,18207.0,75,112510000.0,5,7,345,0
1959.0,318738.0,56644.0,50950.0,10176.0,83,112622189.0,3,14,517,0
1964.0,447405.0,306395.0,92448.0,145539.0,29,158114667.0,2,13,518,6
1949.0,18207.0,4046.0,10115.0,3199.871064453125,6,97964000.0,4,1,703,0
1969.0,36414.0,0.0,2023.0,6069.0,89,53410000.0,5,3,844,2
1962.0,231347.0,94641.0,71113.0,53107.0,34,63919762.0,5,4,456,6
1978.0,23103.0,5080.0,0.0,9080.0,52,63768271.0,1,3,572,3
1974.0,19850.0,0.0,14161.0,1505.0,41,50670568.0,2,1,555,1
1975.0,119451.0,45711.0,17106.0,42608.0,48,118141142.0,8,5,512,4
1964.0,133518.0,20230.0,16184.0,32368.0,86,96037000.0,7,5,661,6
1961.0,331544.0,28960.0,17746.0,22022.0,29,106871776.0,6,4,573,6
1979.0,12138.0,1957.0,24586.0,19006.0,12,51150875.14,3,2,556,1
1967.0,756602.0,459221.0,40460.0,319634.0,18,122913000.0,2,6,223,1
1971.0,158513.0,78750.0,48262.0,118775.0,83,143287573.0,7,7,588,1
1974.0,28230.62890625,2023.0,10115.0,4046.0,26,78954000.0,3,2,808,3
1975.0,27424.0,7680.0,8055.0,3634.0,30,69749836.0,3,4,616,2
1977.0,162895.0,114595.0,54263.0,90077.0,38,116304629.0,5,5,542,1
1988.0,0.0,0.0,10115.0,91035.0,23,18341000.0,3,5,237,0
1975.0,371282.0,360185.0,285450.0,187602.0,85,92902079.0,8,4,418,3
1972.0,416659.0,131423.1715625,33937.0,75582.0,47,152466655.0,5,10,559,4
1990.0,194208.0,38437.0,22253.0,32368.0,39,84200000.0,6,5,837,1
1978.0,516493.84375,111265.0,210392.0,48552.0,9,191378000.0,8,8,873,2
1988.0,80920.0,155771.0,34391.0,64736.0,10,81570000.0,5,6,441,1
1983.0,725829.0,70574.0,157550.0,132648.0,84,149364939.0,7,6,558,4
1964.0,443009.95,154274.0,80328.0,100292.0,60,151818769.0,8,8,520,4
1972.0,1122765.0,117334.0,20230.0,173978.0,4,143382000.0,2,5,639,0
1963.0,210963.0,1437.0,0.0,19566.0,35,129846591.0,5,6,569,2
1970.0,150279.0,11069.0,29285.0,18417.0,41,84356696.0,4,5,469,5
1962.0,1434307.0,242760.0,236691.0,180740.484375,20,206236000.0,5,11,782,5
1967.0,276339.0,129388.0,27138.0,17270.0,55,64436740.0,5,4,441,2
1947.0,1498546.0,117707.0,41732.0,110498.0,74,193057223.0,6,5,620,5
1964.0,1292719.0,323108.0,79551.0,17267.0,83,159479384.0,8,8,509,1
1963.0,40460.0,6069.0,2023.0,7449.8603515625,88,87090000.0,0,5,601,0
1991.0,29042.0,33189.0,4286.0,14401.0,77,36616831.0,5,3,529,0
1980.0,8092.0,0.0,0.0,5936.7685546875,45,44721000.0,0,4,537,0
1971.0,223145.0,23516.0,21873.0,12515.0,47,117015804.0,6,10,484,1
1977.0,635222.0,398531.0,46529.0,30345.0,18,170993000.0,13,12,812,1
1986.0,34391.0,26299.0,0.0,14161.0,87,83360000.0,4,5,534,0
1969.0,201896.0,81830.0,30152.0,16726.0,54,105266775.0,2,1,550,3
1967.0,604068.0,116364.0,162764.0,83286.0,79,140221582.0,5,9,566,3
1956.0,362477.0,145115.0,77830.0,153581.0,74,151701054.0,9,6,491,4
1984.0,1523553.0,94451.0,128289.0,135165.0,77,185093066.0,6,9,589,3
1980.0,82943.0,10115.0,8092.0,6069.0,11,67005000.0,4,3,326,0
1983.0,22253.0,8092.0,20230.0,48552.0,79,49663000.0,1,1,319,6
1972.0,308542.0,278778.0,223924.0,141499.0,69,92522800.0,8,4,445,3
1980.0,17766.0,6558.0,5465.0,3882.0,47,56643185.0,3,3,590,1
1968.0,51885.0,4187.0,6532.0,4277.0,68,106664403.0,0,2,679,3
1985.0,361475.0,50705.0,59732.0,54586.44,43,104166741.0,7,3,517,4
1977.0,6069.0,2023.0,0.0,2023.0,82,63926020.0,0,1,507,0
1986.0,366891.83,51994.0,60936.0,56789.0,42,104223467.0,7,3,518,4
1974.0,172329.0,31424.0,140800.460390625,52939.0,79,96633970.0,2,3,543,6
1966.0,2795597.0,37883.0,61903.092578125,17582.0,14,286760347.0,2,2,630,2
1980.0,79728.0,22111.0,15275.0,4183.0,39,83989432.0,5,1,591,6
1976.0,786909.0,103851.0,44546.0,40460.0,36,164803678.0,4,7,545,5
1970.0,163946.0,15743.0,6867.0,11711.0,71,107671031.0,5,1,619,3
1982.0,21102.0,19367.0,2313.0,5493.0,41,70076123.0,0,5,567,1
1952.0,852186.96,154870.0,74069.0,61689.0,51,175843036.0,2,11,553,6
1979.0,18207.0,25635.0,10012.0,6171.0,91,49293114.0,2,5,633,0
1957.0,1438353.0,159817.0,156178.23,54621.0,58,157501000.0,6,10,543,1
1984.0,1465773.0,98752.0,140046.0,142334.0,78,185326839.0,6,9,586,3
1958.0,378301.0,99127.0,86989.0,101150.0,72,121135000.0,3,11,620,0
1958.0,97014.0,23008.0,17095.0,16005.0,75,137713945.0,5,4,623,4
1957.0,376278.0,6069.0,127449.0,68782.0,57,137217000.0,4,12,577,0
1988.0,868950.0,348021.0,119795.0,3825.0,20,138599702.0,3,6,521,5
1950.0,127449.0,47656.5234375,44506.0,32368.0,59,101861000.0,4,8,878,0
1971.0,839545.0,238714.0,0.0,182070.0,19,149722000.0,4,9,303,0
1962.0,623363.0,184618.0,70805.0,71981.0,77,163264789.0,6,4,580,0
1962.0,1128834.0,147679.0,279174.0,366163.0,26,181434000.0,1,8,550,0
1966.0,214403.0,6145.0,30918.58,5725.0,37,81330070.0,5,2,464,5
1952.0,1656121.0,17004.0,49683.0,153911.0,27,132028223.0,7,8,569,6
1965.0,193358.0,48097.0,60176.0,4006.0,11,85508180.0,7,5,499,6
1971.0,270589.5684375,32368.0,26299.0,22253.0,68,117067000.0,6,13,430,1
1946.0,386393.0,70805.0,32368.0,58667.0,14,140120102.45,7,7,634,1
1971.0,235705.0,149844.0,115101.0,53460.0,38,119004018.0,11,8,525,3
1969.0,41830.0,6937.0,11078.0,5543.16,31,94771669.0,1,3,664,0
1955.0,1650732.0,200687.8078125,21197.0,264007.0,11,159118935.78,4,7,608,6
1964.0,380825.0,86678.0,74906.0,77969.0,40,126507112.0,4,4,492,6
1980.0,60690.0,28322.0,0.0,0.0,59,70979000.0,1,4,706,0
1977.0,53165.0,4088.0,5840.0,0.0,12,78434108.0,3,2,627,5
1969.0,869571.0,131584.0,124354.0,45979.0,73,126376734.0,2,8,530,4
1983.0,210928.0,188402.0,145441.0,59390.0,28,119453672.0,11,7,524,3
1953.0,250053.0,67538.0,19617.0,37152.0,10,139098190.0,7,2,618,0
1987.0,34391.0,6069.0,0.0,12138.0,7,64040000.0,2,2,362,0
1980.0,221993.0,191638.0,144781.0,61059.0,25,119907673.0,9,8,516,3
1982.0,10445.96,13500.0,6771.0,3577.0,32,33039256.0,0,1,612,3
1980.0,616477.0,40393.0,282984.0,210742.0,69,138345867.0,7,4,550,4
1973.0,1445811.0,72658.0,63745.0,22766.0,47,148407734.0,5,9,570,2
1978.0,1725669.0,80756.0,100019.0,38129.0,46,148036476.0,4,8,571,2
1957.0,17514.0,6494.0,10807.0,905.0,34,9967649.0,12,0,580,2
1979.0,11400.0,5700.0,368.0,122.0,29,81850482.0,2,1,616,2
1965.0,46626.0,13210.0,7336.0,6581.0,40,40338927.0,3,0,612,3
1980.0,22488.0,19729.3887109375,25381.0,14819.0,50,57809943.0,0,1,680,0
1966.0,785603.0,235985.0,184756.0,182164.0,42,172219051.0,4,6,564,6
1975.0,31228.0,721.0,32235.0,20961.0,54,78383475.0,2,2,540,3
1967.0,103177.0,40726.0,24028.0,28331.0,97,138202129.0,6,6,622,4
1977.0,27055.0,12045.0,2949.0,17620.0,6,44451871.0,1,3,555,2
1966.0,45599.0,389.0,3266.0,3116.0,29,115796781.0,6,7,670,5
1962.0,20230.0,0.0,30345.0,18207.0,76,59068000.0,2,4,894,0
1963.0,182070.0,6069.0,28322.0,16184.0,71,132364000.0,6,6,478,0
1975.0,564417.0,97104.0,0.0,117334.0,57,172897000.0,7,10,276,5
1955.0,347760.0,44856.0,66038.0,12803.0,28,96498001.0,10,6,465,3
1975.0,38437.0,0.0,0.0,2023.0,46,75793000.0,4,4,701,0
1969.0,538378.0,27622.0,39397.0,29932.0,49,135235205.21,1,9,595,5
1954.0,16184.0,8092.0,12138.0,4046.0,6,72795000.0,0,3,908,0
1957.0,343885.0,95462.0,73171.0,146130.0,6,152401838.0,9,2,507,4
1990.0,376412.0,526451.0,136478.79375,40274.0,37,79764739.0,6,5,436,0
1945.0,1644699.0,341887.0,107219.0,148170.27484375,63,172923524.69,3,10,602,0
1955.0,255275.0,31132.0,2049.0,42079.0,61,110516961.0,9,8,528,4
1954.0,560371.0,97104.0,246806.0,248829.0,51,145938000.0,5,11,452,0
1962.0,441155.0,221267.0,262302.0,193909.0,40,139668509.0,7,5,620,4
1974.0,13402.0,35908.0,0.0,6069.0,38,55282661.0,0,1,586,3
1967.0,189466.0,219854.0,26370.0,202316.0,23,66119777.0,3,5,473,2
1977.0,41027.0,29812.0,8482.0,19307.0,78,72778806.0,4,3,562,0
1971.0,22650.0,11939.0,33633.0,33037.0,5,19902071.0,1,4,396,6
1983.0,413530.0,115027.0,88352.0,83648.0,30,182841275.0,8,11,535,3
1964.0,1628515.0,40460.0,129472.0,208369.0,98,178766000.0,6,8,692,5
1966.0,1167271.0,194208.0,101150.0,307496.0,24,153481000.0,4,5,888,0
1960.0,42759.0,19831.0,9195.0,4628.0,48,67925741.0,0,2,609,1
1968.0,62713.0,34391.0,30345.0,34391.0,90,78123000.0,5,6,451,0
1977.0,1578492.0,103681.0,214636.0,74057.0,66,172046172.0,5,8,513,3
1965.0,343164.0,228610.0,26012.0,123116.0,41,152432745.0,10,9,530,4
1980.0,147083.0,103746.0,13381.0,56346.0,13,118224028.0,0,6,567,0
1973.0,103700.0,11752.0,16215.0,2007.0,5,79407023.0,3,0,553,5
1969.0,44869.0,509.0,0.0,2386.0,17,94362575.0,4,5,635,5
1947.0,1571871.0,287266.0,0.0,48552.0,84,146075472.0,9,8,412,0
1973.0,34900.0,9667.0,12509.0,8725.0,2,78905135.0,3,0,589,5
1985.0,651173.0,22191.0,66654.38,11478.0,43,156697513.0,0,8,594,3
1950.0,90793.0,23051.0,1035.0,6210.0,15,134235565.0,7,7,635,4
1958.0,251006.0,84814.0,66010.0,40071.0,56,111448761.54,10,5,523,3
1954.0,120240.0,7889.0,4071.0,5589.0,9,82437488.0,4,7,592,6
1965.0,10069.0,3853.0,5537.0,2215.0,52,78433162.0,2,2,647,3
1980.0,845614.0,289289.0,202300.0,220507.0,27,146739000.0,2,4,546,0
1976.0,1174149.0,105943.0,128745.0,63799.0,15,142191326.0,5,7,541,2
1994.0,1211343.0,128707.0,212843.0,157865.0,74,178772907.0,5,10,564,3
1966.0,543745.0,79750.0,76634.0,62185.0,20,123392715.0,8,8,480,6
1954.0,14767.0,455.0,0.0,1871.0,60,78770569.0,2,0,605,3
1975.0,14908.0,1836.0,1605.1,2583.0,72,84079903.0,0,2,545,1
1954.0,435657.0,51165.0,14848.0,53564.51,4,146682276.0,9,8,587,4
1957.0,1699084.0,409371.0,278681.0,103526.0,35,166719220.0,8,11,535,4
1959.0,811223.0,204323.0,42483.0,271082.0,45,166101000.0,10,13,372,1
1972.0,154313.0,7696.0,12055.0,8509.0,78,86094046.0,7,4,529,6
1951.0,1432284.0,80920.0,99127.0,34391.0,68,163226000.0,8,10,521,1
1980.0,14161.0,24276.0,14161.0,18207.0,41,32391000.0,1,4,444,0
1982.0,529578.6128125,66388.0,93422.0,32060.0,36,125509626.0,1,5,488,0
1956.0,16184.0,14161.0,0.0,0.0,92,76774000.0,0,4,783,1
1969.0,1496531.0,147254.0,244456.0,140826.0,16,143056648.0,3,9,499,2
1975.0,32295.0,13248.0,18369.0,8073.0,4,78675624.0,3,0,579,5
1961.0,544945.0,83505.33,42848.0,167249.0,48,151009319.0,6,12,549,0
1975.0,801369.0,191513.0,44780.0,69871.0,35,165791184.0,1,11,532,5
1964.0,1844557.0,128866.0,206140.0,102575.0,71,170188431.0,3,4,550,3
1947.0,519132.0,66856.0,22380.0,51522.0,4,146035719.0,11,7,601,4
1953.0,89012.0,2023.0,4046.0,6069.0,0,73221000.0,4,2,845,1
1988.0,22582.0,17666.0,3432.0,14957.0,1,39955102.0,0,1,616,3
1962.0,434611.0,110111.0,32317.0,270397.0,20,141869834.0,8,13,573,1
1964.0,342620.0,178138.0,38413.0,125433.48,13,152612687.0,10,6,522,4
1974.0,14161.0,0.0,14161.0,2023.0,54,50690000.0,2,1,289,1
1983.0,125426.0,38437.0,0.0,22253.0,29,77035000.0,2,6,409,0
1982.0,11829.0,12686.78,676.0,6738.0,8,37466120.0,0,2,579,3
1960.0,12777.0,8251.0,4365.0,5589.0,90,27233181.0,2,3,598,2
1957.0,336870.0,170167.0,60178.0,157282.0,60,151910967.0,10,7,484,4
1989.0,1231065.0,208098.0,204732.0,305283.0,93,184496026.0,3,6,564,3
1955.0,101806.0,31950.0,16336.816181640625,23600.0,95,99065808.0,3,5,538,1
1976.0,63763.0,26703.0,16483.627353515625,4288.0,52,55927797.0,0,5,484,2
1967.0,36819.0,8362.0,12543.0,10182.0,79,85985198.0,1,3,673,1
1981.0,21974.0,24710.0,23760.0,13644.07546875,40,27158120.0,0,2,461,2
1952.0,865323.0,164061.0,278366.0,99222.11,19,172870860.0,2,11,548,6
1962.0,157794.0,123403.0,107219.0,72828.0,30,118235000.0,10,6,688,0
1968.0,82481.0,0.0,3320.0,2385.0,63,116744949.0,2,10,584,3
1958.0,870960.0,109593.034609375,56057.0,51824.0,52,160592694.0,2,7,567,2
1982.0,172935.0,24202.0,0.0,2847.0,21,70290521.91,6,5,351,5
1950.0,200277.0,66759.0,42483.0,22253.0,8,98891000.0,5,6,305,5
1969.0,301427.0,56644.0,18207.0,56644.0,77,133230000.0,3,10,707,0
1963.0,1565931.0,152414.0,101804.0,208607.0,40,180220249.0,6,7,565,6
1942.0,989247.0,337841.0,252875.0,254898.0,78,101865000.0,4,12,669,3
1972.0,26299.0,12138.0,2023.0,0.0,30,69191000.0,0,0,873,5
1970.0,228111.0,34161.0,9971.0,20316.0,97,120617502.0,5,8,566,1
1961.0,283220.0,0.0,2023.0,10115.0,40,114231000.0,3,7,426,0
1952.0,116690.0,1112.0,3559.0,21946.0,67,138136580.0,9,3,611,3
1977.0,27952.10765625,33505.0,3390.0,13448.0,18,45959126.0,0,1,562,2
1961.0,255021.0,54041.0,13248.0,39812.0,10,109941036.0,6,5,541,4
1966.0,304058.0,117024.06,164810.0,128336.0,66,138914147.0,7,6,593,4
1956.0,233520.0,20638.0,0.0,29288.0,64,109345748.0,9,7,542,4
1960.0,582729.0,110524.0,314299.0,84618.0,55,171688806.0,5,11,512,6
1963.0,245398.0,11999.0,34668.0,17599.0,12,109718896.0,6,7,470,0
1959.0,33484.0,1026.0,0.0,8122.0,18,71814397.53,2,1,564,5
1989.0,546210.0,173978.0,119357.0,98281.3046875,20,82423000.0,2,10,378,6
1957.0,966855.0,206053.0,59534.0,74562.0,59,170553920.0,7,6,557,1
1984.0,1418531.0,59071.0,346257.0,223259.0,29,167010983.0,3,7,555,5
1985.0,2023.0,8092.0,22253.0,12138.0,19,49473000.0,0,1,751,1
1980.0,27061.0,7828.0,34000.0,4309.0,28,29784177.0,2,4,527,6
1948.0,1178885.0,336061.0,48866.0,38751.0,40,161153986.0,3,10,614,2
1961.0,623841.0,79635.0,76957.0,97044.0,37,153959336.0,7,7,580,4
1958.0,60043.0,4789.0,853.0,11174.0,5,112328797.0,5,8,578,5
1979.0,1828611.0,67139.0,73445.0,168349.0,76,186572678.0,4,9,586,5
1973.0,12138.0,0.0,4046.0,0.0,65,73436912.0,1,3,628,0
1969.0,109582.0,9703.0,6631.52337890625,7994.0,59,107066735.0,3,1,595,3
1929.0,190.0,2958.0,1774.0,7252.0,100,103966386.0,2,3,671,0
1961.0,801108.0,30345.0,94923.6953125,101150.0,75,146841000.0,4,10,688,1
1967.0,50796.0,8807.0,0.0,8313.0,21,94453399.0,4,4,650,5
1972.0,410927.0,232135.0,31106.0,77377.0,35,152496968.0,8,10,528,4
1961.0,1862833.0,88638.0,160069.0,141961.82,87,166212975.0,5,10,561,4
1953.0,71056.0,7415.0,8092.0,0.0,32,85027132.0,2,2,592,0
1957.0,155771.0,20230.0,29654.29296875,4046.0,90,106777000.0,8,11,314,0
1975.0,6069.0,0.0,6094.918984375,4046.0,27,57361000.0,1,2,580,0
1970.0,22253.0,12138.0,36414.0,36414.0,6,18803000.0,1,4,279,6
1963.0,4046.0,18207.0,8092.0,4046.0,98,36136000.0,5,5,519,0
1971.0,89012.0,20230.0,16184.0,4046.0,60,90630000.0,4,6,598,0
1945.0,1506851.0,11708.0,85072.0,196879.0,69,164271483.0,1,7,576,4
1977.0,1039822.0,396508.0,186116.0,72828.0,8,154446000.0,3,5,376,3
1974.0,15946.0,949.0,712.0,593.0,42,53774030.0,0,2,597,1
1957.0,2023.0,12138.0,2023.0,0.0,17,30289000.0,0,0,616,1
1961.0,341139.0,151764.0,49081.0,132551.0,10,152552338.0,10,4,529,4
1973.0,40946.0,21755.0,1017.0,13652.0,72,46945453.0,2,4,565,2
1981.0,720310.0,146100.0,73725.0,171024.0,9,122050660.0,4,13,524,0
1953.0,93284.0,12283.0,12898.0,15175.59,101,137418443.0,4,4,626,4
1965.0,809607.14,241951.0,2973.0,152939.0,86,168932304.0,2,9,533,5
1978.0,21436.0,12138.0,26086.0,11321.0,35,53408667.0,2,4,573,3
1947.0,335345.0,113331.0,5017.0,35501.0,68,128623427.0,2,5,633,0
1983.0,791841.0,86128.0,170371.0,144684.0,73,149633404.0,8,7,532,4
1962.0,48552.0,4046.0,0.0,4046.0,47,71094000.0,0,2,505,0
1967.0,1183684.0,297156.0,310317.0,329122.0,16,163736217.0,3,4,523,0
1975.0,10473.0,7387.0,14506.0,16363.0,45,49925171.0,0,2,559,1
1979.0,116716.0,9878.0,30360.0,19550.0,47,85099045.0,4,5,562,5
1954.0,410112.0,118095.0,154160.0,191691.0,87,136638332.0,11,5,510,3
1956.0,206346.0,16184.0,0.0,20230.0,97,108444000.0,12,6,333,5
1988.0,107219.0,6069.0,0.0,25453.880859375,62,100257000.0,7,8,278,5
1967.0,205014.0,89529.0,29500.0,284.0,74,138370404.0,3,11,544,5
1972.0,247590.811875,24037.0,21812.0,57212.0,67,117624238.0,6,5,511,4
1968.0,26950.0,3960.0,9137.0,4851.0,81,31266870.0,2,4,614,2
1961.0,332174.0696875,160628.0,112938.0,72599.0,30,109711493.0,6,9,520,1
1967.0,0.0,10115.0,10115.0,0.0,38,83114000.0,2,5,805,0
1965.0,66759.0,32368.0,12138.0,10115.0,10,140609000.0,9,5,792,4
1981.0,205051.0,32361.0,11883.0,9867.0,65,69438035.0,4,4,521,0
1977.0,598808.0,167909.0,109242.0,122432.226796875,9,122006000.0,6,12,456,0
1983.0,6069.0,12138.0,0.0,5781.22900390625,85,45706000.0,5,4,778,0
1957.0,511174.0,52360.0,211925.0,212379.0,46,152522809.0,2,10,549,1
1977.0,731719.0,176463.0,9434.0,52568.0,18,122109833.0,4,2,518,0
1961.0,1125371.0,89202.0,80072.0,84738.0,54,165575545.0,5,8,551,6
1974.0,76606.0,14313.0,4771.0,9771.0,49,111042235.0,3,4,578,2
1966.0,12138.0,0.0,6069.0,2023.0,32,61406000.0,4,1,885,0
1984.0,29700.984140625,18207.0,34391.0,14161.0,89,28741000.0,3,3,355,1
1961.0,198202.0,57828.0,34949.71,47927.0,63,105170655.0,4,8,466,1
1954.0,657475.0,93058.0,20230.0,76874.0,3,132249000.0,5,12,698,0
1970.0,16184.0,14815.6689453125,10115.0,2023.0,44,71673000.0,0,3,679,0
1965.0,633074.0,163320.46,24852.0,105210.0,30,159122837.0,8,7,539,1
1983.0,663544.0,396508.0,117334.0,307496.0,19,123000000.0,13,10,403,4
1960.0,380440.0,110001.0,75248.0,124529.0,17,152304096.0,9,3,536,4
1953.0,75544.0,1412.0,588.0,1177.0,16,108891713.0,7,7,524,4
1974.0,29495.0,5025.0,19772.0,12366.0,61,65252242.0,0,3,563,2
1958.0,358007.0,7834.0,101188.0,170783.0,84,105932479.0,2,7,523,0
1976.0,418607.0,25409.0,30184.0,10193.0,33,134384228.0,5,9,590,6
1966.0,466409.0,17281.0,97917.0,113593.0,20,136194136.0,5,6,552,6
1977.0,244188.0,132429.85,87042.0,144491.0,46,119447460.06,5,7,521,1
1957.0,365060.0,145431.0,78508.95,151744.0,74,151705113.0,9,6,494,4
1969.0,14161.0,24276.0,8092.0,44506.0,43,41652661.39,4,0,382,1
1964.0,105240.0,2000.0,17206.0,9614.0,41,99321050.0,6,2,499,1
1966.0,113344.0,9108.0,3036.0,11131.0,45,79437337.0,6,1,590,3
1994.0,30182.0,19015.0,11684.071455078125,889.0,71,72056476.0,5,1,626,0
1986.0,799085.0,356048.0,141610.0,220507.0,19,162077000.0,3,9,669,0
1957.0,94702.0,48284.0,47618.0,22074.0,46,77838452.0,0,3,521,5
1952.0,348698.0,33145.0,25889.0,15934.0,9,134811723.0,4,9,597,4
1981.0,10115.0,14161.0,4046.0,4046.0,46,123094000.0,3,5,610,0
1985.0,2267.0,0.0,3659.0,13795.0,0,107914817.0,1,1,633,0
1968.0,18207.0,0.0,6069.0,0.0,101,71245648.0,1,3,493,0
1969.0,1205708.0,74851.0,22253.0,277151.0,24,150268592.0,6,6,506,6
1983.0,32368.0,12138.0,0.0,10115.0,69,56246000.0,3,4,445,0
1952.0,1333157.0,218484.0,22253.0,91035.0,82,144073000.0,4,8,406,1
1960.0,1292516.0,228730.0,196854.0,187279.0,12,150926403.0,7,6,545,6
1956.0,1567234.0,103628.7,84522.0,52061.0,52,190016217.0,3,6,585,2
1952.0,252832.0,78181.0,5740.0,106145.0,27,124781457.0,5,6,597,1
1977.0,405827.0,127540.0,96490.0,116234.0,23,84674087.0,2,10,479,6
1964.0,681752.29,49460.0,44337.0,141218.0,6,133057701.0,8,6,535,6
1958.0,952950.0,134480.0,99140.0,159098.0,82,163317442.0,5,9,555,4
1995.0,572509.0,105196.0,62713.0,52598.0,4,157748000.0,5,11,777,1
1979.0,353669.0,126497.0,183735.0,47599.0,8,192154010.0,7,7,575,2
1983.0,922488.0,166550.921875,58667.0,44506.0,15,140662000.0,3,8,314,5
1965.0,250215.0,15365.0,16755.0,12647.0,70,98820696.0,5,9,561,1
1969.0,141732.0,65433.0,51747.0,50000.0,91,137564481.86,7,6,631,4
1950.0,453830.0,96921.0,93651.0,17613.0,10,96548994.0,12,6,515,3
1956.0,415367.0,189570.0,113632.63,133442.0,24,124573229.0,5,10,486,1
1961.0,279255.0,56614.0,178733.0,2564.0,67,44215171.0,4,2,525,0
1954.0,94696.0,8284.0,14353.0,894.0,11,84529685.0,3,3,557,6
1983.0,149405.0,3555.0,37905.0,14140.0,58,84406905.0,5,6,554,5
1959.0,100708.0,11566.0,19012.0,8251.0,49,107554639.0,2,5,587,3
1966.0,56644.0,66759.0,30774.15552734375,18207.0,98,96039000.0,0,4,618,0
1984.0,202300.0,32368.0,20230.0,28322.0,50,113206000.0,2,9,867,1
1977.0,42483.0,0.0,30345.0,10115.0,7,34828000.0,6,4,629,6
1967.0,349850.0,64677.0,95073.0,285063.0,100,131454431.0,7,9,559,2
1974.0,621061.0,285243.0,167909.0,216461.0,0,155602000.0,0,15,270,0
1954.0,167887.0,16777.0,0.0,7410.0,58,105951914.0,9,4,513,4
1952.0,213827.0,18808.0,25537.0,47571.0,52,134682778.0,5,7,605,4
1959.0,26299.0,6069.0,0.0,24276.0,96,79112560.0,2,5,597,1
1958.0,750268.0,95350.0,53477.0,163588.0,67,143088225.0,8,5,491,2
1960.0,28936.0,12401.0,2066.0,18470.0,91,57529823.0,0,5,587,0
1968.0,103239.0,12480.0,17081.0,7716.0,88,131358742.0,6,4,641,1
1989.0,1864328.0,174322.0,245805.0,228198.0,37,191497364.0,5,10,625,5
1962.0,925837.0,117753.0,151245.0,62713.0,29,170435626.0,4,12,626,3
1968.0,0.0,0.0,0.0,0.0,42,64980000.0,0,4,874,1
1946.0,21248.0,2277.0,4555.0,4300.0,66,55229396.0,0,3,635,0
1971.0,645215.0,136550.0,195371.0,98814.0,57,139920322.0,5,9,557,3
1966.0,1921850.0,453152.0,378301.0,131495.0,89,159859000.0,4,11,592,1
1959.0,154133.0,36262.0,75387.0,44480.0,33,114825092.0,2,7,558,0
1964.0,273429.0,94296.0,110610.0,124314.0,72,139633097.0,4,9,573,3
1954.0,301427.0,30345.0,0.0,28322.0,43,123575000.0,8,7,651,0
1946.0,245377.0,7027.0,7559.0,21349.0,72,117595499.0,8,4,607,3
