tahun_kelahiran,pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,keluhan,jumlah_promosi,day_after,day,month,year
1950,2,1,109803487,0,0,47,52557,238903,56672,7942,3,9,6,0,4,562,15,7,2013
1964,2,1,164564118,0,0,42,297283,1459106,159654,100122,0,1,8,0,4,560,13,7,2013
1978,1,1,126677061,0,0,47,62971,579820,180635,217721,2,3,10,0,1,560,13,7,2013
1965,2,1,141757207,0,0,68,184166,785250,67570,70968,0,7,5,0,2,568,16,7,2013
1973,2,0,67169000,1,0,15,14161,32368,36414,20230,3,0,1,0,0,419,22,2,2013
1972,2,2,78081255,1,0,19,1280,26299,0,0,2,2,2,0,5,560,15,7,2013
1959,3,0,126885000,1,1,42,16184,95081,6069,20230,7,10,5,0,0,436,11,3,2013
1974,4,1,63759000,1,0,15,0,58667,8092,6069,0,5,0,0,6,520,3,6,2013
1966,2,2,163122604,0,0,50,203706,766116,245649,271484,1,3,6,0,1,568,19,7,2013
1972,3,0,79405641,1,0,4,2939,96430,10633,14351,1,4,0,0,5,560,13,7,2013
1971,4,1,161603000,0,0,67,109242,1385755,343910,188139,3,1,11,0,0,549,2,7,2013
1976,3,0,82062357,1,0,95,18144,44568,31373,5882,3,1,4,0,2,559,14,7,2013
1979,2,0,143901924,0,0,25,99643,639564,200666,77657,2,2,10,0,1,560,14,7,2013
1959,2,2,152025999,0,1,60,149750,338258,183052,52646,2,10,7,0,4,565,19,7,2013
1986,1,0,104262548,0,0,38,57766,376646,52883,61765,6,7,3,0,4,561,16,7,2013
1982,2,1,47082780,1,0,61,17785,83677,21827,15367,2,4,3,0,1,560,16,7,2013
1958,2,1,155704384,0,0,13,104969,800855,157026,118358,1,8,7,0,5,568,18,7,2013
1956,3,0,104650000,1,1,75,4046,16184,0,10115,4,0,3,0,1,718,18,12,2013
1975,3,1,117508000,1,1,52,8092,48552,0,4046,6,8,5,0,4,902,20,6,2014
1959,2,1,103056470,0,1,75,4046,70912,6056,11584,4,8,6,0,4,562,16,7,2013
1978,1,1,50336779,1,0,74,11132,3687,21940,0,0,0,2,0,1,560,12,7,2013
1987,3,0,180914756,0,0,33,149007,1496059,268647,248378,0,7,10,0,6,561,15,7,2013
1949,3,0,94364930,0,0,10,38545,51100,29347,21125,1,4,2,0,5,565,17,7,2013
1967,3,1,94008000,0,1,86,10115,24276,12138,16184,2,1,1,0,1,842,21,4,2014
1947,3,0,94350717,0,0,8,36457,50759,646,23167,1,4,2,0,5,561,16,7,2013
1979,2,2,149193253,1,0,55,72949,655112,68826,125639,1,7,9,0,4,560,13,7,2013
1964,3,0,67614000,0,1,0,0,80920,6069,12138,3,2,2,0,0,288,14,10,2012
1978,2,0,119136026,0,0,63,25675,203306,22816,10990,4,6,8,0,4,558,13,7,2013
1969,1,1,42794347,0,0,74,14285,8994,13942,14503,1,2,3,0,1,560,17,7,2013
1980,0,1,33757511,0,0,24,7163,21991,20491,21158,3,3,2,0,2,565,17,7,2013
1948,1,2,161462000,0,0,51,54621,906304,145656,6069,1,6,14,0,1,704,4,12,2013
1956,3,2,144861317,0,1,4,64974,548599,114880,37232,3,6,16,0,0,567,19,7,2013
1954,2,1,188797719,0,0,46,93935,1535342,371579,139645,0,3,7,0,2,561,15,7,2013
1996,1,0,175005937,0,0,61,59383,1189458,75558,219877,2,6,12,0,3,559,12,7,2013
1964,1,1,110924775,0,1,90,9617,36745,3484,2922,4,5,4,0,5,565,17,7,2013
1961,2,0,171987065,0,0,57,88759,603537,79353,318377,2,6,11,0,6,563,17,7,2013
1973,4,1,102971000,1,0,24,6069,20230,4046,0,2,3,4,0,0,791,1,3,2014
1961,2,0,107251000,1,1,66,25468,210392,10115,24399,10,5,5,0,1,383,17,1,2013
1963,1,1,28493740,0,0,78,7571,17964,16603,9553,0,2,3,0,2,562,17,7,2013
1974,2,2,49652000,1,0,77,6069,4046,6069,14161,1,4,2,0,6,509,23,5,2013
1949,3,2,160275902,0,0,51,171649,970380,231210,89350,1,2,6,0,1,562,13,7,2013
1958,2,3,168010855,0,0,71,65929,1132022,93984,9037,2,7,3,0,1,563,15,7,2013
1979,1,1,119240709,0,1,27,56726,210151,180781,143151,0,11,8,0,3,566,18,7,2013
1964,1,0,121151887,0,0,10,10951,68462,33227,13276,2,8,5,0,4,561,16,7,2013
1952,2,1,166102374,0,0,83,47933,1115556,85232,107148,0,9,6,0,4,561,15,7,2013
1948,3,1,163919948,0,0,72,192332,1368379,45578,89170,0,2,8,0,4,566,18,7,2013
1966,3,1,125908100,0,0,86,28919,578900,84892,80227,0,5,8,0,4,561,15,7,2013
1978,3,0,145701075,0,1,92,56217,258753,127300,141332,2,2,11,0,0,560,14,7,2013
1989,3,0,183239000,0,0,49,127449,1859137,109242,117334,2,8,12,0,0,292,18,10,2012
1971,3,2,110560775,1,1,5,19148,255956,21274,8864,9,5,7,0,4,560,12,7,2013
1982,2,1,184712000,0,0,41,149702,1741803,184093,56644,1,6,9,0,0,765,3,2,2014
1980,3,1,76468924,0,0,34,69526,106371,109952,55762,2,0,4,0,5,560,14,7,2013
1958,2,2,114782000,0,1,69,208369,333795,208369,157794,4,12,6,1,0,393,27,1,2013
1982,2,2,37939980,1,0,52,997,11578,30717,11429,1,3,2,0,0,567,19,7,2013
1969,2,1,64226950,1,0,24,5531,6914,4148,6811,0,0,2,0,1,560,15,7,2013
1963,2,2,125204918,0,1,87,1713,58048,0,537,0,7,7,0,4,565,17,7,2013
1953,2,4,92348000,1,1,72,5214,18207,14161,4046,0,3,1,0,0,454,29,3,2013
1952,2,2,180504000,1,2,104,28322,570486,94152,0,4,0,7,0,3,495,9,5,2013
1981,2,2,58338000,1,0,25,4046,24276,24276,10115,0,0,2,0,1,875,24,5,2014
1983,3,0,79370604,1,0,28,4672,231248,34960,1424,4,7,5,0,5,565,18,7,2013
1965,2,1,166539464,0,0,53,137690,1037103,275009,104315,2,0,12,0,5,560,12,7,2013
1948,3,3,136989655,0,1,75,51868,269719,5386,17237,2,11,3,0,3,561,14,7,2013
1965,2,3,86935506,1,1,11,875,13389,1313,4483,0,1,3,0,0,561,15,7,2013
1949,3,1,117276832,0,1,69,4059,155675,4018,34240,1,6,10,0,3,561,14,7,2013
1968,2,2,167767634,0,0,34,63745,803268,183435,132773,0,6,8,0,1,565,16,7,2013
1954,2,3,149505684,0,0,73,149245,1084916,210034,166115,1,1,7,0,1,565,17,7,2013
1989,2,0,16882779,0,0,54,32869,167984,6058,27297,19,1,1,0,0,560,13,7,2013
1961,3,3,158037905,0,0,37,72895,475478,56301,50864,0,4,9,0,3,561,15,7,2013
1972,2,0,123998093,0,0,59,177492,628124,170407,23766,0,5,8,0,5,563,16,7,2013
1954,2,2,141199096,0,1,42,45737,503781,277004,31505,4,9,7,0,1,561,15,7,2013
1990,0,0,41640034,1,0,91,18207,28322,28322,22253,0,3,3,0,0,393,27,1,2013
1966,2,1,102074945,0,1,64,9929,57426,27580,20386,2,7,4,0,4,562,16,7,2013
1945,3,2,117475080,0,0,73,14656,215190,6168,20597,1,7,7,0,3,561,14,7,2013
1951,3,2,80096000,1,1,17,2023,0,0,6069,1,0,5,0,2,561,15,7,2013
1986,3,1,183571274,0,0,59,192916,725362,164369,147045,0,4,8,0,3,563,15,7,2013
1960,2,1,94351017,0,0,13,19311,47099,0,10373,2,4,4,0,5,561,15,7,2013
1968,2,1,158784102,0,0,47,115295,415544,72284,141085,0,1,7,0,3,560,13,7,2013
1973,3,1,64148503,1,0,41,6069,6797,9456,6139,2,0,3,0,3,560,15,7,2013
1960,2,2,82894190,1,0,60,10355,281976,80,39297,8,6,5,0,5,562,16,7,2013
1960,2,2,161244000,0,0,49,176001,805154,416738,165886,2,0,10,0,4,907,25,6,2014
1958,4,1,92601908,0,0,39,23218,43083,2140,15713,3,5,5,0,5,563,14,7,2013
1967,2,2,135171742,0,0,32,12590,358755,105346,176493,2,6,8,0,1,567,19,7,2013
1977,2,1,78511549,1,0,12,0,58418,5472,6982,1,3,1,0,5,559,12,7,2013
1966,4,2,75967244,1,1,58,12102,87271,7559,8189,2,7,4,0,0,565,18,7,2013
1950,2,1,109855938,0,0,42,51787,240106,54794,7509,3,9,6,0,4,562,15,7,2013
1987,2,2,166020584,0,0,19,102476,1055598,75116,107596,1,2,11,0,6,560,14,7,2013
1979,2,1,138851311,0,0,83,133746,729135,180086,263920,0,5,8,0,3,566,18,7,2013
1962,3,2,141752587,0,0,62,6990,256912,18503,10485,1,2,11,0,3,565,16,7,2013
1981,1,2,58836179,1,0,30,7209,29204,30657,0,1,0,3,0,2,560,14,7,2013
1959,1,2,55549000,0,1,27,20230,40755,2023,18207,3,2,2,0,1,409,12,2,2013
1953,3,2,119119000,1,1,92,0,26299,4046,18207,3,4,5,0,0,487,1,5,2013
1975,2,0,6819000,1,0,54,0,4046,8092,0,0,3,1,0,0,466,10,4,2013
1948,3,2,173349000,0,0,1,52598,1045891,216461,252875,1,1,12,0,6,673,3,11,2013
1952,2,1,110163728,0,0,54,44834,247169,43776,4967,4,9,7,0,4,560,14,7,2013
1987,2,0,138540345,0,0,13,13446,915990,340168,110384,0,4,6,0,5,560,14,7,2013
1969,4,2,135192884,0,0,51,18227,944292,59177,112686,4,8,10,0,2,568,18,7,2013
1956,3,1,152992848,0,0,66,160043,627031,237271,26577,0,8,7,0,0,565,16,7,2013
1987,2,2,88039225,0,0,49,1983,466284,35942,15908,3,8,5,0,2,560,14,7,2013
1979,3,1,138482854,0,0,65,198598,583203,39907,266590,0,7,5,0,4,562,16,7,2013
1976,0,1,54192109,1,0,42,6069,15945,42125,0,2,0,0,0,3,560,14,7,2013
1947,3,2,117875673,0,0,71,28940,263727,30750,25196,1,9,6,0,3,560,13,7,2013
1952,2,0,176215235,0,0,51,81779,777804,165896,79558,2,2,11,0,6,560,14,7,2013
1972,1,2,60421541,1,0,50,7912,34560,24646,0,1,0,3,0,2,560,15,7,2013
1950,3,1,54139000,1,1,89,0,34391,0,0,4,1,2,0,1,220,7,8,2012
1982,2,1,75717000,1,0,34,0,167909,14161,46529,4,9,3,0,0,471,15,4,2013
1958,2,1,96055886,0,1,47,12730,94102,44707,36071,3,3,4,0,1,565,18,7,2013
1954,2,1,166151907,0,0,83,62342,1295335,90799,120574,0,7,7,0,4,563,15,7,2013
1978,2,1,173047315,0,0,64,110557,497924,89057,8046,0,6,10,0,5,556,10,7,2013
1969,2,2,78699039,1,1,39,3149,4929,2919,7874,1,2,2,0,3,565,16,7,2013
1961,3,0,114044000,0,2,93,14161,185462,48552,28322,4,8,8,0,0,562,13,7,2013
1957,2,1,36915515,0,0,37,12935,14725,19734,10280,1,1,3,0,2,567,17,7,2013
1983,1,0,47260884,1,0,89,34090,143640,45507,24346,4,4,5,0,1,560,14,7,2013
1955,2,1,140872154,0,0,54,42895,310648,11388,43607,1,3,7,0,4,560,15,7,2013
1951,4,2,310408565,0,0,83,1044,552781,0,5372,2,0,0,0,1,561,16,7,2013
1964,2,1,154996816,0,0,36,146082,775093,352149,144246,2,3,9,0,2,567,19,7,2013
1977,2,1,84314586,1,0,46,11549,36082,12676,2304,1,1,4,0,1,558,12,7,2013
1953,4,1,94527332,1,1,78,0,9233,1538,0,2,0,5,0,2,560,16,7,2013
1962,2,2,125189227,0,1,89,1311,57244,0,0,0,7,7,0,4,565,17,7,2013
1946,3,1,131099276,1,1,65,5383,76037,6152,10297,5,6,3,0,2,561,15,7,2013
1955,2,2,97051873,0,1,34,11097,255076,29214,33565,3,10,7,0,3,563,17,7,2013
1955,2,1,152036000,0,0,41,161871,335812,117397,74856,3,10,4,0,4,567,18,7,2013
1971,2,1,176419723,0,0,43,46244,796001,175662,76394,1,7,11,0,1,560,13,7,2013
1977,2,3,169782000,0,0,105,97104,1565802,58667,159826,1,4,13,0,1,266,22,9,2012
1972,1,2,46836000,1,1,83,6069,26299,30345,2023,1,4,2,0,1,565,18,7,2013
1970,2,1,64743871,0,0,15,4767,24734,6186,0,0,0,3,0,1,560,13,7,2013
1970,2,1,103940349,0,0,20,40247,489252,212725,75147,1,5,3,0,3,561,15,7,2013
1971,1,0,125362633,0,0,79,4632,491420,266882,101598,2,8,1,0,0,561,15,7,2013
1971,2,2,101084256,1,1,9,6215,40669,24375,8489,2,4,0,0,0,567,19,7,2013
1961,4,2,81264091,1,1,84,2023,28322,14161,8092,2,3,3,0,1,634,25,9,2013
1969,2,1,179265014,0,0,18,202614,1488540,89837,150331,1,4,7,0,6,566,17,7,2013
1964,3,1,166012877,0,0,87,193496,1639104,79481,153429,0,7,8,0,4,567,18,7,2013
1972,3,1,118511501,0,1,76,8387,147903,1656,18762,3,7,6,0,3,561,14,7,2013
1975,1,1,99034075,0,0,85,202088,392865,392826,308769,7,8,4,0,3,565,19,7,2013
1981,2,0,153648698,0,0,27,269492,788838,354629,65397,0,3,6,0,0,565,17,7,2013
1963,2,2,83115342,1,0,60,10932,269287,272,43961,8,6,5,0,5,561,16,7,2013
1964,3,3,158048638,0,0,31,148249,356834,325495,87396,0,2,14,0,6,561,15,7,2013
1962,2,0,134810362,0,1,55,70127,421606,18851,31341,3,6,10,0,3,566,16,7,2013
1983,2,2,100801000,1,1,45,30345,165886,28322,22253,5,4,7,0,0,908,26,6,2014
1962,3,1,139252000,1,1,33,18207,236691,4046,26299,4,6,4,0,0,708,8,12,2013
1968,4,1,60285151,1,0,19,4132,5250,8737,0,3,0,3,0,3,560,14,7,2013
1983,2,0,145200000,0,0,73,89012,886102,42483,0,0,4,14,0,0,281,7,10,2012
1965,1,2,142740411,0,1,55,196562,237350,55314,194086,1,8,7,0,1,568,19,7,2013
1972,4,1,119489000,0,1,0,4046,86989,4046,10115,1,4,5,0,1,763,1,2,2014
1968,2,1,165478889,0,0,14,116794,1122453,88778,62123,0,8,9,0,6,562,15,7,2013
1961,2,2,155759715,0,0,12,147730,824981,261130,153799,0,7,7,0,5,567,19,7,2013
1948,2,4,137905000,0,0,55,6069,507773,402577,380324,2,4,11,0,1,634,25,9,2013
1970,3,1,76917790,0,0,42,54993,108696,91349,54018,3,0,4,0,5,560,15,7,2013
1980,2,2,64200558,1,0,1,9834,18265,6069,6910,0,2,6,0,0,560,15,7,2013
1988,2,0,40980167,0,0,1,17747,30115,20735,4827,1,0,1,0,3,567,18,7,2013
1959,3,2,123904032,0,1,59,47846,598049,82214,68735,5,9,5,0,5,567,18,7,2013
1965,1,1,145217560,0,0,28,72667,1111647,312690,263401,3,2,8,0,0,562,16,7,2013
1968,1,2,32535499,0,0,23,10643,21542,23912,11956,2,0,5,0,1,564,15,7,2013
1973,2,2,89598614,0,0,48,15169,165346,36658,11376,5,4,6,0,2,560,16,7,2013
1961,2,2,111160469,0,0,31,185137,875936,50000,22253,2,8,5,0,6,565,17,7,2013
1974,2,3,184023000,1,1,27,62713,424830,70805,64736,5,5,3,0,0,649,10,10,2013
1989,1,2,165110176,0,0,15,37314,689376,56753,54170,2,3,8,0,5,560,12,7,2013
1958,2,2,151724225,0,1,72,143092,377227,146918,78321,3,9,6,0,4,568,21,7,2013
1958,4,1,103214165,1,1,24,315,5886,11375,0,0,0,1,0,0,567,18,7,2013
1958,2,2,62120000,1,1,41,0,14161,0,2023,1,1,2,0,1,553,6,7,2013
1981,2,1,65658233,0,0,70,6888,17325,10115,10810,2,0,0,0,2,558,12,7,2013
1965,3,2,168466805,0,0,84,151019,774014,231845,1871,2,2,9,0,5,558,11,7,2013
1967,2,2,154698970,0,0,8,191936,608813,271220,265074,0,5,5,0,1,568,20,7,2013
1975,2,2,82605000,1,0,63,36414,216461,12138,30345,6,8,4,0,5,229,16,8,2012
1951,2,3,144432000,0,1,3,133518,614992,309519,283220,2,2,8,0,1,412,15,2,2013
1984,3,2,166549533,0,0,70,38578,303014,58950,55813,2,6,5,0,6,559,12,7,2013
1960,2,0,152311355,0,0,16,126133,377725,108921,75094,2,9,3,0,4,566,18,7,2013
1985,0,1,79813274,0,0,21,31240,296663,407527,141981,2,6,5,0,0,568,21,7,2013
1953,3,1,108691000,0,1,59,95081,258944,78897,151725,2,6,10,0,0,535,18,6,2013
1962,2,0,98958124,0,1,71,2384,85181,4999,3092,4,4,2,0,3,565,15,7,2013
1960,4,4,134134000,0,0,1,167909,888097,161840,48552,0,2,6,0,6,708,8,12,2013
1953,2,2,123436000,0,1,39,6069,390439,222530,141610,3,10,9,0,0,413,16,2,2013
1985,2,0,43049118,1,0,15,21212,56635,24750,8591,3,2,0,0,3,560,15,7,2013
1976,1,2,69252000,2,1,94,6069,192185,16184,0,7,4,3,0,0,238,25,8,2012
1985,0,0,44254244,1,0,32,15773,28527,46292,2228,0,0,1,0,2,560,17,7,2013
1955,2,3,163836000,0,0,54,22253,426853,36414,36414,1,7,4,0,1,881,30,5,2014
1966,2,0,180429710,0,0,56,307691,1851586,224091,194563,0,6,7,0,6,561,15,7,2013
1961,2,1,40123804,1,0,90,5943,12513,8404,4733,0,3,3,0,2,562,15,7,2013
1983,4,2,183015495,0,0,41,84900,759304,103765,80010,0,8,11,0,3,561,12,7,2013
1971,2,0,100124761,0,1,27,7421,42304,7247,0,0,4,2,0,3,561,15,7,2013
1980,3,1,76505389,0,0,35,68345,106560,108441,55620,2,0,4,0,5,560,14,7,2013
1972,1,2,128511870,0,0,50,16113,344346,23036,18476,3,7,10,0,1,568,18,7,2013
1970,2,2,34488715,1,0,53,0,28189,7534,7195,2,1,0,0,3,562,15,7,2013
1957,2,2,143445859,0,0,59,154465,856093,110940,78233,1,8,6,0,2,567,20,7,2013
1978,1,0,54487153,0,0,61,53505,226637,67080,41739,1,5,4,0,1,561,15,7,2013
1971,3,2,122490227,0,1,26,17057,231295,71366,53547,2,8,11,0,1,565,19,7,2013
1959,3,3,157459822,0,0,56,49334,665140,76171,21730,0,5,8,0,3,561,13,7,2013
1965,2,1,131453701,0,1,102,130282,208150,37158,91141,2,5,5,0,2,560,16,7,2013
1978,2,0,49576627,1,0,8,17963,33509,18502,24913,1,3,2,0,3,561,16,7,2013
1988,2,0,139144963,0,0,16,14535,913496,332146,108118,0,3,6,0,5,561,15,7,2013
1987,2,0,173402108,0,0,82,94563,340979,70063,27040,0,4,12,0,5,557,12,7,2013
1965,2,1,125225906,0,1,70,6586,114444,2771,3926,0,5,6,0,4,565,18,7,2013
1979,2,2,78034723,0,0,14,288,26202,1152,1729,1,3,2,0,5,559,12,7,2013
1986,2,1,81456338,1,0,14,59210,74859,105559,31360,3,4,3,0,1,567,20,7,2013
1966,2,2,140343546,0,1,22,75131,466944,156520,207058,3,8,7,0,1,567,18,7,2013
1971,2,0,48653057,0,0,14,17169,31296,24173,22321,1,4,2,0,3,565,16,7,2013
1966,3,1,115264384,0,1,39,3670,59352,0,750,4,5,7,0,3,565,16,7,2013
1955,3,1,153118673,0,0,54,239478,500304,300275,19560,0,10,6,0,0,565,15,7,2013
1967,2,0,94439965,0,1,21,7437,49920,7579,0,4,4,4,0,5,561,16,7,2013
1974,2,1,165152687,0,0,33,298601,1265873,243718,107451,0,3,7,0,4,562,16,7,2013
1968,2,1,80801013,1,0,28,4148,188214,8353,30185,4,5,2,0,5,567,16,7,2013
1963,2,2,125242504,0,1,79,2676,59973,0,1393,0,6,6,0,4,565,18,7,2013
1977,1,0,147845000,0,0,64,116858,677354,101103,63879,1,2,6,0,4,560,14,7,2013
1956,3,1,134410000,0,1,3,54621,430899,165886,62713,1,3,10,0,1,753,22,1,2014
1976,1,2,113168798,0,1,2,14161,208863,34109,22170,5,0,5,0,6,560,15,7,2013
1959,1,2,166477427,0,0,53,134325,1678551,296444,235805,0,7,10,0,4,561,15,7,2013
1981,2,2,77980810,0,0,9,5030,24622,20120,30181,1,3,0,0,5,557,10,7,2013
1986,4,2,133108000,0,0,97,265013,1551641,309519,74851,1,3,4,0,1,245,1,9,2012
1971,3,1,167678247,0,0,67,83333,1214741,153035,132167,1,4,6,0,1,561,15,7,2013
1953,3,1,134855658,0,1,68,9727,116474,12913,7781,3,4,7,0,4,562,15,7,2013
1968,1,1,29653405,1,0,75,5162,14857,10357,9030,0,3,3,0,2,562,17,7,2013
1989,3,1,135689136,0,0,55,6890,942933,158158,100565,1,7,10,0,2,558,9,7,2013
1997,1,2,15820000,0,0,20,36414,30345,26299,46529,4,6,2,0,6,316,11,11,2012
1943,3,1,194849608,0,0,72,82830,1443185,122010,30707,0,6,5,0,5,563,15,7,2013
1972,4,0,112510000,0,1,75,18207,99127,22310,2023,1,5,7,0,0,345,10,12,2012
1959,4,2,112622189,0,1,83,10176,318738,56644,50950,9,3,14,0,0,565,17,7,2013
1964,3,3,158114667,0,0,29,145539,447405,306395,92448,0,2,13,0,6,561,16,7,2013
1949,4,2,97964000,0,1,6,2188,18207,4046,10115,3,4,1,0,0,565,19,7,2013
1969,3,3,53410000,1,0,89,6069,36414,0,2023,0,5,3,0,2,844,23,4,2014
1962,2,1,63919762,0,0,23,53107,231347,94641,71113,1,5,4,0,6,562,16,7,2013
1978,3,0,63768271,1,0,52,9080,23103,5080,0,1,1,3,0,3,558,13,7,2013
1974,2,2,50670568,1,0,41,1505,19850,0,14161,3,2,1,0,1,564,18,7,2013
1975,2,1,118141142,0,0,48,42608,119451,45711,17106,5,8,5,0,4,560,14,7,2013
1964,2,2,96037000,0,0,86,32368,133518,20230,16184,2,7,5,0,6,661,22,10,2013
1961,4,1,106871776,0,1,29,22022,331544,28960,17746,6,6,4,0,6,567,17,7,2013
1979,2,1,42089751,0,0,12,19006,12138,1957,24586,1,3,2,0,1,561,19,7,2013
1967,2,0,122913000,0,0,18,319634,756602,459221,40460,0,2,9,0,1,223,10,8,2012
1971,2,2,143287573,0,1,83,118775,158513,78750,48262,3,7,7,0,1,563,17,7,2013
1974,2,2,78954000,1,1,26,4046,29991,2023,10115,1,3,2,0,3,808,18,3,2014
1975,1,2,69749836,1,0,30,3634,27424,7680,8055,2,3,4,0,2,561,18,7,2013
1977,3,1,116304629,0,0,38,90077,162895,114595,54263,2,5,5,0,1,561,15,7,2013
1988,0,0,18341000,1,0,23,91035,0,0,10115,1,3,5,0,0,237,24,8,2012
1975,1,0,92902079,0,1,85,187602,371282,360185,285450,7,8,4,0,3,566,19,7,2013
1972,2,2,152466655,0,1,37,75582,416659,195365,33937,0,8,10,0,4,560,16,7,2013
1990,2,0,84200000,1,0,39,32368,194208,38437,22253,3,6,5,0,1,837,16,4,2014
1978,1,2,191378000,0,0,9,48552,516876,111265,210392,0,8,8,0,2,873,22,5,2014
1988,2,1,81570000,1,0,10,64736,80920,155771,34391,4,5,4,0,1,441,16,3,2013
1983,2,1,149364939,0,0,84,132648,725829,70574,157550,1,7,6,0,4,560,14,7,2013
1964,2,2,151818769,0,1,63,100292,428883,154274,80328,2,8,8,0,4,561,16,7,2013
1972,4,1,143382000,0,0,4,173978,1122765,117334,20230,0,2,5,0,0,639,30,9,2013
1963,4,1,129846591,0,1,35,19566,210963,1437,0,5,5,6,0,2,567,17,7,2013
1970,2,0,84356696,1,1,41,18417,150279,11069,29285,5,4,5,0,5,561,15,7,2013
1962,3,0,206236000,0,0,20,186446,1434307,242760,236691,0,5,11,0,5,782,20,2,2014
1967,3,1,64436740,0,0,55,17270,276339,129388,27138,1,5,5,0,2,565,17,7,2013
1947,3,1,193057223,0,0,74,110498,1498546,117707,41732,0,6,5,0,5,561,15,7,2013
1964,2,1,159479384,0,0,83,17267,1292719,323108,79551,2,8,7,0,1,561,15,7,2013
1963,2,2,87090000,1,1,88,5102,40460,6069,2023,2,0,5,0,0,601,23,8,2013
1991,2,0,36616831,0,0,77,14401,29042,33189,4286,0,5,3,0,0,569,19,7,2013
1980,2,1,44721000,1,0,45,3311,8092,0,0,0,0,4,0,0,537,20,6,2013
1971,3,1,117015804,0,1,47,12515,223145,23516,21873,6,6,10,0,1,568,18,7,2013
1977,1,2,170993000,0,1,18,30345,635222,398531,46529,1,13,12,0,1,812,22,3,2014
1986,1,0,83360000,1,0,87,14161,34391,26299,0,0,4,5,0,0,560,15,7,2013
1969,2,0,105266775,0,0,54,16726,201896,81830,30152,0,2,1,0,3,560,16,7,2013
1967,2,2,140221582,0,0,79,83286,604068,116364,162764,0,5,9,0,3,565,18,7,2013
1956,2,2,151701054,0,1,74,153581,362477,145115,77830,3,9,6,0,4,567,21,7,2013
1984,3,2,185093066,0,0,77,135165,1523553,94451,128289,1,6,9,0,3,560,14,7,2013
1980,4,1,67005000,1,0,11,6069,82943,10115,8092,0,4,3,0,0,326,21,11,2012
1983,1,0,49663000,1,0,79,48552,22253,8092,20230,2,1,1,0,6,319,14,11,2012
1972,1,0,92522800,0,0,69,141499,308542,278778,223924,6,8,4,0,3,565,17,7,2013
1980,2,2,56643185,1,0,47,3882,17766,6558,5465,0,3,3,0,1,560,14,7,2013
1968,2,0,106664403,0,1,68,4277,51885,4187,6532,1,0,2,0,3,560,14,7,2013
1985,1,0,104166741,0,0,43,61803,361475,50705,59732,6,7,3,0,4,560,16,7,2013
1977,3,1,69070212,1,0,82,2023,6069,2023,0,2,0,1,0,0,507,21,5,2013
1986,1,0,104223467,0,0,42,56789,372637,51994,60936,6,7,3,0,4,561,16,7,2013
1974,3,0,96633970,0,0,79,52939,172329,31424,100331,2,2,3,0,6,560,15,7,2013
1966,2,1,286760347,0,0,14,17582,2795597,37883,39127,0,2,2,0,2,560,13,7,2013
1980,3,0,83989432,1,0,39,4183,79728,22111,15275,1,5,1,0,6,561,15,7,2013
1976,2,1,164803678,0,0,36,40460,786909,103851,44546,0,5,7,0,5,560,12,7,2013
1970,2,0,107671031,0,1,71,11711,163946,15743,6867,1,5,1,0,3,561,15,7,2013
1982,1,0,70076123,1,0,41,5493,21102,19367,2313,0,0,5,0,1,559,13,7,2013
1952,2,1,175843036,0,0,51,61689,796500,154870,74069,2,2,11,0,6,560,14,7,2013
1979,0,1,49293114,1,0,91,6171,18207,25635,10012,1,2,5,0,0,558,12,7,2013
1957,2,2,157501000,0,0,58,54621,1438353,159817,124975,0,6,10,0,1,561,16,7,2013
1984,3,2,185326839,0,0,78,142334,1465773,98752,140046,1,6,9,0,3,560,14,7,2013
1958,3,2,121135000,0,1,72,101150,378301,99127,86989,4,3,11,0,0,620,11,9,2013
1958,3,1,137713945,0,1,57,16005,97014,23008,17095,3,5,4,0,4,567,18,7,2013
1957,4,2,137217000,0,1,57,68782,376278,6069,127449,4,4,12,0,0,568,18,7,2013
1988,2,0,138599702,0,0,20,3825,868950,348021,119795,0,3,6,0,5,561,15,7,2013
1950,2,2,101861000,0,1,59,32368,127449,77476,44506,1,4,8,0,0,878,27,5,2014
1971,2,2,149722000,0,0,19,182070,839545,238714,0,0,4,9,0,0,303,29,10,2012
1962,3,1,163264789,0,1,77,71981,623363,184618,70805,1,6,4,0,0,568,17,7,2013
1962,2,1,181434000,0,0,26,366163,1128834,147679,279174,0,1,8,0,0,550,3,7,2013
1966,2,1,81330070,1,0,37,5725,214403,6145,29338,5,5,2,0,5,567,17,7,2013
1952,1,2,132028223,0,0,27,153911,1656121,17004,49683,3,7,8,0,6,567,18,7,2013
1965,2,1,85508180,1,1,11,4006,193358,48097,60176,8,7,5,0,6,567,17,7,2013
1971,4,2,117067000,0,1,68,22253,286718,32368,26299,7,6,13,0,1,430,5,3,2013
1946,3,2,137466041,0,0,14,58667,386393,70805,32368,1,7,9,0,1,634,25,9,2013
1971,1,1,119004018,0,0,38,53460,235705,149844,115101,0,11,8,0,3,561,16,7,2013
1969,1,1,94771669,0,1,31,8116,41830,6937,11078,1,1,3,0,0,562,14,7,2013
1955,1,1,143788809,0,0,11,264007,1650732,147838,21197,1,4,7,0,6,568,20,7,2013
