ID,h2o,catboost,ag,final_prediction
4625,1,1,1,1
1878,1,0,0,0
5762,0,0,0,0
5873,0,0,0,0
1377,1,1,1,1
2757,1,1,1,1
6428,0,0,0,0
6165,0,0,0,0
7618,0,0,0,0
2656,1,1,1,1
5979,0,0,0,0
7533,0,0,0,0
5129,0,0,0,0
4828,0,0,0,0
6696,0,0,0,0
5398,0,0,0,0
7472,0,0,0,0
1409,1,1,1,1
6041,0,0,0,0
1170,1,1,1,1
1188,1,1,1,1
7602,1,1,1,1
6404,1,1,0,1
1342,1,1,0,1
402,1,0,1,1
6367,0,0,0,0
5584,0,0,0,0
3234,0,0,0,0
5898,0,0,0,0
3554,1,1,0,1
4639,0,0,1,0
182,1,1,1,1
4984,0,0,0,0
3453,0,0,0,0
1652,1,1,1,1
6157,1,0,0,0
2625,1,1,1,1
3420,1,1,1,1
1863,1,1,1,1
5296,0,0,0,0
2981,0,0,0,0
2634,1,0,0,0
3120,1,1,1,1
2309,1,1,1,1
5633,0,0,0,0
3782,0,0,0,0
6621,1,0,0,0
6740,0,0,0,0
412,1,1,1,1
1359,1,1,1,1
1113,0,0,0,0
2335,1,1,1,1
2646,1,1,1,1
6162,0,0,0,0
5337,0,0,0,0
384,1,1,1,1
7148,0,0,0,0
123,1,1,1,1
1486,1,1,0,1
4856,0,0,0,0
3634,1,1,1,1
4171,1,1,1,1
4160,0,0,0,0
1036,1,1,1,1
6430,0,0,0,0
6625,0,1,1,1
1169,0,0,1,0
7513,1,0,0,0
4137,1,0,0,0
3679,0,0,0,0
2224,1,1,1,1
4347,1,0,0,0
3817,1,1,1,1
2442,1,0,1,1
3436,1,1,1,1
1223,1,1,1,1
1750,1,1,0,1
2989,1,1,1,1
1600,1,1,1,1
2700,1,1,1,1
6401,0,0,0,0
2126,1,1,1,1
2828,1,1,1,1
6581,0,0,0,0
2835,1,1,1,1
321,1,1,1,1
6622,1,0,0,0
1657,1,1,1,1
4610,0,0,0,0
5971,0,0,0,0
613,1,1,1,1
172,1,1,1,1
7031,0,0,0,0
4453,1,0,1,1
7376,0,0,0,0
4645,1,0,1,1
1730,1,1,1,1
2104,1,1,1,1
2910,1,0,0,0
1434,1,1,1,1
4854,0,0,0,0
5037,0,0,0,0
6816,1,0,0,0
3416,0,0,0,0
563,1,1,1,1
940,1,1,1,1
1654,1,1,1,1
2878,1,1,0,1
4779,0,0,0,0
6141,0,0,0,0
7321,0,1,0,0
4300,1,1,1,1
7601,1,1,1,1
4776,0,0,0,0
5822,0,0,0,0
1469,1,0,0,0
6104,1,1,1,1
4945,0,0,0,0
2355,1,1,1,1
1938,1,1,1,1
3568,0,0,0,0
3363,0,0,0,0
5264,0,0,0,0
7330,1,1,1,1
1389,1,1,0,1
4725,0,0,0,0
6191,0,0,0,0
1163,1,0,1,1
4976,0,0,0,0
7177,1,0,0,0
4168,0,0,0,0
1708,1,1,1,1
5068,0,0,0,0
3201,0,0,0,0
827,1,1,0,1
1271,1,1,1,1
3052,1,1,1,1
2640,1,0,1,1
4318,0,0,0,0
5886,0,0,0,0
5650,0,0,0,0
6227,1,0,1,1
708,1,1,1,1
5917,0,0,0,0
5501,1,0,0,0
4365,0,0,0,0
7260,0,1,0,0
460,1,1,1,1
3951,0,0,0,0
4591,0,0,0,0
6569,0,0,0,0
6450,0,0,0,0
1757,1,0,0,0
1213,0,0,0,0
2618,1,1,1,1
5684,0,0,0,0
1738,1,1,1,1
5365,0,0,0,0
3430,1,1,0,1
998,1,0,0,0
7125,0,0,0,0
6887,0,0,0,0
869,1,1,1,1
5729,0,0,0,0
1067,1,1,1,1
694,1,1,1,1
168,1,1,1,1
2831,1,1,1,1
2275,1,1,1,1
4110,0,0,0,0
886,1,1,1,1
411,1,1,1,1
5534,0,0,0,0
3883,1,1,1,1
1892,1,1,1,1
1117,1,0,0,0
5103,0,0,0,0
1786,1,1,1,1
2635,1,1,1,1
7448,0,0,0,0
5458,0,0,0,0
908,1,1,1,1
673,0,0,0,0
6881,0,0,0,0
3567,0,0,0,0
3912,0,0,0,0
2632,1,1,1,1
5142,0,0,0,0
6329,0,0,0,0
6547,0,0,0,0
3765,0,1,0,0
2739,1,0,1,1
6552,0,0,0,0
2266,1,1,1,1
4584,0,0,0,0
1921,1,1,1,1
1523,1,1,1,1
6542,0,0,0,0
4138,1,1,1,1
1288,0,0,0,0
2122,1,1,1,1
4930,1,0,0,0
3834,1,1,1,1
2364,0,0,0,0
2667,1,0,0,0
2192,1,1,1,1
5000,1,0,0,0
6079,0,0,0,0
1614,1,1,1,1
5660,0,0,0,0
4052,0,0,0,0
5494,0,0,0,0
4985,0,0,0,0
191,1,1,0,1
2641,1,1,1,1
6213,0,0,0,0
6302,0,0,0,0
7138,1,1,1,1
5317,0,0,0,0
5034,0,0,0,0
6615,0,0,0,0
539,1,1,1,1
5427,0,0,0,0
6648,0,0,0,0
6934,0,0,0,0
1015,0,1,0,0
7092,0,0,0,0
7212,0,0,0,0
3673,0,0,0,0
1854,0,0,0,0
214,1,0,0,0
6659,0,0,0,0
2694,1,0,1,1
4206,0,0,0,0
666,1,1,1,1
2055,1,1,1,1
5285,1,0,0,0
171,1,1,1,1
1577,0,0,0,0
388,1,1,1,1
1321,1,1,1,1
308,0,1,1,1
3705,1,0,0,0
7170,0,0,0,0
3697,1,1,1,1
5348,0,0,0,0
5599,0,0,0,0
5125,0,0,0,0
6589,0,0,0,0
7486,0,0,0,0
7157,1,0,1,1
2029,1,1,1,1
7124,0,0,0,0
1207,1,1,1,1
6318,0,0,0,0
620,1,1,1,1
7576,0,0,0,0
479,1,0,1,1
5507,0,0,0,0
6719,0,0,0,0
7086,1,0,0,0
1408,1,1,1,1
4499,0,0,0,0
2079,1,1,1,1
7013,0,0,0,0
7320,0,0,0,0
4756,0,0,0,0
3231,1,1,0,1
2168,1,1,1,1
817,1,1,1,1
6013,0,0,0,0
4112,1,1,0,1
2786,0,0,0,0
522,1,1,1,1
5414,0,0,0,0
416,1,0,0,0
662,1,1,1,1
3212,1,1,1,1
5224,0,0,0,0
2085,0,0,0,0
2056,1,1,1,1
927,1,1,1,1
3271,0,0,0,0
1805,1,1,1,1
2716,1,1,1,1
6028,0,0,0,0
7430,1,1,1,1
4578,0,0,0,0
7060,0,0,0,0
5915,0,0,0,0
4958,0,0,0,0
3204,0,0,0,0
334,1,1,1,1
2723,1,1,1,1
7553,0,0,0,0
6914,0,0,0,0
4143,1,0,0,0
2388,1,1,1,1
797,1,1,1,1
3788,0,0,0,0
7482,0,0,0,0
6266,0,0,0,0
5360,0,0,0,0
6566,0,0,0,0
6453,0,0,0,0
5508,1,1,0,1
1267,1,1,1,1
6819,0,0,0,0
6840,0,0,0,0
4218,0,0,0,0
2557,1,1,1,1
1367,1,1,1,1
939,1,1,1,1
4133,0,0,0,0
1269,0,0,0,0
7206,0,0,0,0
2808,1,1,1,1
5235,1,0,0,0
4337,0,0,0,0
1251,1,0,0,0
4849,1,0,0,0
2208,1,1,1,1
7612,0,0,0,0
2207,1,1,1,1
264,1,1,1,1
6649,1,1,1,1
6851,0,0,0,0
5083,1,1,0,1
4130,1,0,0,0
2102,1,1,1,1
1041,1,1,1,1
6992,0,0,0,0
4549,1,0,0,0
5121,0,0,0,0
4199,0,0,0,0
5563,0,0,0,0
6928,0,0,0,0
6790,0,0,0,0
6965,0,0,0,0
878,1,1,0,1
7057,1,1,0,1
1897,1,0,0,0
1944,1,1,1,1
3984,1,0,1,1
2699,1,1,1,1
5788,0,0,0,0
4775,1,1,1,1
758,1,1,1,1
962,1,1,1,1
6867,0,0,0,0
7083,0,0,0,0
3227,0,0,0,0
2542,1,1,1,1
1533,1,1,1,1
4538,0,0,0,0
6676,0,0,0,0
2449,1,1,0,1
5033,0,0,0,0
5961,0,0,0,0
1748,1,1,1,1
6745,0,0,0,0
6968,0,0,0,0
3467,1,1,1,1
821,1,1,1,1
5301,0,0,0,0
3056,1,1,1,1
792,1,1,1,1
7106,0,0,0,0
400,1,1,1,1
170,1,1,1,1
3581,0,0,0,0
3665,0,0,0,0
2803,1,1,1,1
3917,0,0,0,0
1507,1,1,1,1
5681,0,0,0,0
3172,0,0,0,0
4798,1,1,1,1
675,1,1,1,1
5206,0,1,0,0
7093,0,0,0,0
3604,0,0,0,0
2106,1,1,1,1
3138,1,1,1,1
966,0,0,0,0
3633,0,0,0,0
4720,0,0,0,0
7610,1,1,1,1
2884,1,1,1,1
5380,0,0,0,0
6417,0,0,0,0
2223,1,1,1,1
2823,1,1,1,1
294,1,1,1,1
2861,1,1,1,1
3651,0,0,0,0
2932,1,1,1,1
7634,0,0,0,0
4811,0,0,0,0
5568,0,0,0,0
4568,1,0,0,0
6617,0,0,0,0
5019,1,1,1,1
1967,1,1,1,1
5374,0,0,0,0
4906,0,0,0,0
487,1,1,1,1
2361,1,0,0,0
1335,1,0,0,0
4963,0,0,0,0
3613,1,0,0,0
954,1,1,1,1
6804,0,0,0,0
7247,0,0,0,0
2597,1,1,1,1
3167,1,1,1,1
4861,0,0,0,0
770,1,1,1,1
2558,1,1,1,1
5094,0,0,0,0
6364,0,0,0,0
5275,0,0,0,0
2365,1,1,1,1
1256,1,1,1,1
449,1,1,1,1
6834,0,0,0,0
1567,1,1,1,1
7521,1,0,0,0
4000,0,0,0,0
3998,1,1,0,1
4128,0,0,0,0
2310,1,1,1,1
7055,0,0,0,0
5487,0,0,0,0
1161,1,1,1,1
4962,0,0,0,0
6732,0,0,1,0
6330,0,0,0,0
4203,1,1,1,1
23,1,1,1,1
4784,1,1,1,1
7525,0,0,0,0
5047,0,0,0,0
2259,1,0,0,0
2683,1,1,1,1
6411,0,0,0,0
1669,1,1,1,1
3225,1,1,1,1
6716,1,1,1,1
5856,0,0,0,0
3981,1,1,0,1
3715,1,0,0,0
2047,1,1,1,1
3281,0,0,0,0
1472,1,1,1,1
1300,1,1,1,1
5032,0,0,0,0
159,1,1,1,1
1248,1,1,1,1
1895,1,1,1,1
7241,1,0,0,0
1311,1,1,1,1
3109,0,0,0,0
6807,0,0,0,0
2985,1,1,1,1
4974,0,0,0,0
3501,1,0,0,0
618,1,1,1,1
6572,0,0,0,0
63,1,1,1,1
661,1,1,1,1
1834,1,1,1,1
1563,1,0,0,0
6768,1,1,1,1
1066,1,1,1,1
2028,1,1,1,1
1548,0,1,0,0
3410,1,0,0,0
4409,0,0,0,0
278,1,1,1,1
3723,0,0,0,0
7420,0,0,0,0
2003,0,1,1,1
3295,0,0,0,0
2536,1,1,1,1
2344,0,0,0,0
5499,0,0,0,0
34,1,1,1,1
970,1,1,1,1
5267,1,0,0,0
133,1,1,1,1
5938,1,1,0,1
2814,1,1,1,1
6765,0,0,0,0
5939,0,0,0,0
752,1,1,1,1
497,1,1,1,1
56,1,1,0,1
2267,1,1,0,1
7249,0,0,0,0
4071,0,0,0,0
2551,0,1,0,0
6544,0,0,0,0
7104,0,0,0,0
2834,1,1,1,1
2120,1,0,0,0
6598,0,0,0,0
4040,1,0,0,0
704,1,1,1,1
3283,1,0,0,0
4878,0,0,0,0
2203,1,1,1,1
356,0,0,1,0
7412,0,0,0,0
6860,0,0,0,0
1368,1,1,1,1
2236,1,1,1,1
3493,1,0,0,0
1287,1,1,1,1
7382,0,0,0,0
6573,1,1,0,1
4075,1,0,0,0
6527,1,0,1,1
3150,1,1,1,1
1325,1,1,1,1
4163,0,0,0,0
1252,1,1,1,1
1880,0,0,0,0
5461,0,0,0,0
450,1,1,1,1
759,1,1,1,1
2430,1,1,1,1
12,1,1,1,1
846,1,1,1,1
7598,1,0,0,0
2342,1,1,0,1
5645,0,0,0,0
6777,1,0,0,0
3833,0,0,0,0
5162,0,0,0,0
4431,0,0,0,0
369,1,1,1,1
6449,1,1,1,1
4898,0,0,0,0
2091,1,1,1,1
6774,0,1,0,0
6920,0,0,0,0
6379,0,0,0,0
5096,0,1,0,0
731,1,1,1,1
7475,0,0,1,0
1278,1,1,1,1
4251,0,0,0,0
4326,0,0,0,0
6268,0,0,0,0
1301,1,1,0,1
3445,0,0,0,0
4265,0,0,0,0
4808,1,1,1,1
7584,1,0,0,0
7263,0,0,0,0
5395,0,0,0,0
4036,0,0,0,0
6016,0,0,0,0
6461,0,0,0,0
5824,0,0,0,0
5293,0,0,0,0
657,1,1,1,1
2174,1,0,1,1
678,1,1,1,1
3744,0,0,0,0
2856,1,1,1,1
6471,0,0,0,0
6964,1,0,0,0
1247,1,1,1,1
612,1,1,1,1
6828,0,0,0,0
32,1,1,1,1
4433,1,0,0,0
5189,0,0,0,0
6112,0,0,0,0
5757,0,0,0,0
4006,0,1,1,1
1091,1,1,1,1
2226,1,1,1,1
7508,0,0,0,0
3347,1,1,1,1
6120,1,1,0,1
4216,1,0,0,0
88,0,0,0,0
7190,0,0,0,0
3449,1,1,0,1
4313,0,0,0,0
3990,0,0,0,0
209,1,1,1,1
19,1,0,0,0
4051,0,0,0,0
4288,0,0,0,0
2745,1,1,1,1
4658,1,0,1,1
1362,1,1,1,1
1042,1,1,1,1
3745,1,1,0,1
5181,0,0,0,0
6467,0,0,0,0
1038,1,1,1,1
4763,0,0,0,0
741,1,1,1,1
714,1,1,1,1
3417,0,0,0,0
5273,0,0,0,0
7142,0,0,0,0
2198,1,1,1,1
5607,1,1,1,1
6308,0,0,0,0
3371,0,0,0,0
6748,1,1,1,1
6970,1,0,0,0
3076,1,1,1,1
3166,1,1,0,1
7255,1,0,0,0
6044,0,0,0,0
1387,1,1,0,1
3199,0,0,0,0
1565,1,1,1,1
7507,1,1,1,1
588,1,1,0,1
4205,0,0,0,0
435,1,1,1,1
150,1,1,1,1
5089,0,0,0,0
7304,1,1,1,1
1174,1,1,1,1
4212,0,0,0,0
4762,0,0,0,0
2571,1,1,1,1
1942,1,1,1,1
3546,0,0,0,0
1485,1,1,1,1
1960,1,1,1,1
3135,1,1,1,1
2506,0,1,0,0
1811,1,1,1,1
7112,1,1,1,1
4019,0,0,0,0
7152,1,1,0,1
279,1,1,1,1
30,1,1,0,1
5236,0,0,0,0
6839,0,1,1,1
4825,0,0,0,0
5608,0,0,0,0
7137,0,0,0,0
1538,1,0,0,0
1985,1,1,1,1
1946,1,1,1,1
2544,1,0,0,0
14,1,1,1,1
1680,1,1,1,1
7560,1,1,1,1
4988,0,0,0,0
6591,0,0,0,0
2197,0,1,1,1
1286,1,0,0,0
1385,0,1,0,0
1499,0,0,0,0
6057,0,0,0,0
4843,0,0,0,0
1575,1,1,1,1
4262,0,0,0,0
7426,0,0,0,0
2060,1,1,1,1
6795,0,0,0,0
628,1,1,1,1
2652,1,1,1,1
1307,1,0,1,1
2561,1,1,0,1
6488,0,0,0,0
6594,0,0,0,0
2990,1,1,1,1
7085,0,0,0,0
1412,1,1,1,1
6567,0,0,0,0
5560,0,0,0,0
2296,0,0,0,0
1887,0,0,0,0
6797,0,0,0,0
2987,1,1,1,1
5696,1,1,1,1
2222,1,1,1,1
2332,1,1,1,1
6878,1,0,0,0
2354,1,1,1,1
4144,0,0,0,0
360,1,1,1,1
3776,0,0,0,0
4448,1,1,1,1
3396,1,1,1,1
3425,1,1,1,1
7088,0,0,0,0
2248,1,0,1,1
3720,0,0,0,0
798,1,1,1,1
4434,1,1,1,1
738,1,1,1,1
1833,1,1,1,1
7397,1,0,0,0
3983,1,0,0,0
6236,0,0,0,0
6410,0,1,0,0
5921,0,0,0,0
2602,1,1,1,1
6519,0,0,0,0
5692,0,0,0,0
2661,1,1,0,1
4025,0,0,0,0
6285,0,1,1,1
2366,0,0,0,0
5022,0,0,0,0
26,1,1,1,1
5212,0,0,0,0
4437,0,0,0,0
746,1,1,1,1
1737,1,1,1,1
2051,1,1,1,1
4583,0,0,0,0
3800,0,0,0,0
3096,1,1,1,1
7489,1,0,0,0
6783,1,0,1,1
4675,1,0,0,0
883,1,1,1,1
7342,0,0,0,0
2440,1,1,1,1
2369,1,1,1,1
4,1,1,1,1
5190,0,0,0,0
7519,0,0,0,0
1599,1,1,1,1
7,1,1,1,1
4703,1,1,1,1
1331,1,1,1,1
6757,1,0,0,0
7006,1,1,0,1
4393,0,1,1,1
2986,1,1,1,1
180,1,1,1,1
2927,1,1,1,1
4788,0,0,0,0
1415,1,1,1,1
2268,1,0,0,0
6350,0,0,0,0
5685,0,0,0,0
4149,0,0,0,0
1149,1,1,1,1
3294,1,1,1,1
5728,0,0,0,0
1691,1,1,1,1
6014,0,0,0,0
1761,1,1,1,1
5179,0,0,0,0
4505,1,0,0,0
3247,1,1,0,1
5914,0,0,0,0
4070,0,0,0,0
3326,0,0,1,0
6052,0,0,0,0
1482,1,1,0,1
3022,1,1,1,1
6752,0,0,0,0
1062,1,1,0,1
2708,1,1,1,1
5857,1,0,0,0
3015,1,1,0,1
6936,0,0,0,0
4817,0,0,0,0
6211,0,0,0,0
4546,0,0,0,0
7389,0,0,0,0
6409,0,0,0,0
4166,0,0,0,0
3901,1,0,0,0
4680,0,0,1,0
97,1,1,1,1
1273,1,1,1,1
6963,0,0,0,0
5590,1,0,0,0
7155,0,0,0,0
5907,0,0,0,0
2101,1,1,1,1
1382,1,1,1,1
3773,0,0,0,0
5428,0,0,0,0
1560,1,1,1,1
1621,1,0,0,0
4571,1,0,1,1
1662,1,1,1,1
2943,1,1,1,1
415,1,1,1,1
575,1,1,1,1
6623,0,0,0,0
5064,0,0,0,0
6314,0,0,0,0
5150,0,0,0,0
6869,0,0,0,0
1870,1,1,1,1
299,1,1,0,1
1509,1,1,1,1
6896,1,0,0,0
3483,0,0,0,0
4072,1,1,1,1
5720,0,0,0,0
5376,0,0,0,0
677,1,1,1,1
1293,1,1,1,1
4081,0,0,0,0
6009,1,0,0,0
3729,1,0,0,0
2132,1,1,1,1
4379,1,1,1,1
5665,0,0,0,0
3036,1,1,1,1
685,1,1,1,1
5020,0,0,0,0
143,1,1,1,1
7577,0,1,1,1
2137,1,0,1,1
1211,0,0,0,0
6252,0,0,0,0
2945,1,1,1,1
4872,0,0,0,0
332,1,0,0,0
5774,0,0,0,0
6163,0,0,0,0
2612,1,1,1,1
1976,1,1,1,1
1347,1,1,1,1
5523,0,0,0,0
5669,0,0,0,0
4276,1,1,1,1
4127,1,0,0,0
5678,0,0,0,0
6490,0,0,0,0
7121,1,1,0,1
4493,0,0,0,0
4577,0,0,1,0
3780,0,0,0,0
536,1,1,1,1
5009,1,0,0,0
4623,0,0,0,0
3055,1,1,1,1
5156,1,0,0,0
2756,1,1,1,1
1420,1,1,1,1
76,1,0,0,0
3707,1,1,1,1
5550,0,0,0,0
4820,0,0,0,0
5996,0,0,0,0
4305,0,0,0,0
7506,0,0,0,0
4264,0,0,0,0
1503,1,1,1,1
4598,0,0,0,0
4105,1,0,0,0
724,1,1,1,1
2314,1,1,1,1
7392,0,0,0,0
6100,0,0,0,0
813,1,1,1,1
3128,0,0,0,0
4655,1,1,1,1
1221,1,1,1,1
7015,0,0,0,0
2374,1,1,1,1
2414,1,0,0,0
1914,1,1,1,1
196,0,0,0,0
274,1,1,1,1
188,0,0,0,0
598,1,1,1,1
5430,0,0,0,0
4969,1,1,1,1
1918,1,1,1,1
7166,0,0,0,0
5808,0,0,0,0
4372,0,0,0,0
5185,0,0,0,0
3902,1,0,0,0
6507,0,0,0,0
2702,1,1,1,1
5796,0,0,0,0
7034,1,0,0,0
4117,0,0,0,0
1982,0,0,0,0
3945,0,0,0,0
5785,1,0,1,1
1682,1,1,0,1
6106,0,0,0,0
4102,1,1,1,1
5963,0,0,0,0
5327,0,0,0,0
7175,0,0,0,0
3904,1,0,0,0
2678,1,1,0,1
7503,0,0,0,0
4980,0,0,0,0
222,1,1,1,1
7200,0,0,0,0
5768,0,0,0,0
2401,1,0,0,0
2467,1,1,1,1
2583,0,0,0,0
4903,1,1,0,1
200,1,0,0,0
943,0,1,0,0
5680,0,0,0,0
896,1,1,1,1
5795,0,0,0,0
776,1,1,1,1
4555,1,1,0,1
295,1,1,1,1
6741,0,1,1,1
1843,1,1,1,1
1192,1,1,1,1
5891,1,0,0,0
7424,0,0,0,0
1333,1,1,1,1
547,1,1,1,1
4364,0,0,0,0
7196,1,1,1,1
2907,1,0,0,0
3044,1,1,1,1
844,1,1,1,1
4247,1,0,0,0
2346,1,1,1,1
6054,0,0,0,0
5579,0,0,0,0
6692,0,0,0,0
1239,1,1,1,1
4685,0,0,0,0
66,1,1,1,1
6629,0,0,0,0
6678,0,0,0,0
4310,0,1,1,1
185,1,1,1,1
2865,1,1,0,1
2740,1,1,1,1
7552,0,0,0,0
1898,1,0,1,1
5799,0,0,0,0
572,1,1,1,1
5831,0,0,0,0
2075,1,1,1,1
2692,1,0,0,0
3746,1,1,1,1
3815,0,0,0,0
7312,0,0,0,0
4239,0,0,0,0
5818,0,0,0,0
5764,0,0,0,0
919,1,1,1,1
5269,1,0,1,1
3488,0,0,1,0
3237,0,0,0,0
4791,0,0,0,0
1530,1,1,1,1
5634,1,1,1,1
2201,1,1,1,1
3328,1,1,0,1
1480,1,1,1,1
5364,0,0,0,0
7587,0,0,0,0
5268,0,0,0,0
6243,0,0,0,0
3891,1,1,1,1
6876,1,1,1,1
2896,1,1,1,1
1043,1,1,1,1
549,1,1,1,1
2673,1,1,1,1
1050,1,1,1,1
1504,1,1,1,1
421,1,1,1,1
1539,1,1,1,1
2696,1,1,1,1
3155,1,0,1,1
5861,0,0,0,0
5412,0,0,0,0
2815,1,1,1,1
1494,1,1,1,1
5801,0,0,0,0
7238,1,1,1,1
6086,0,0,0,0
2395,1,1,1,1
3305,1,1,1,1
5789,0,0,0,0
1466,1,1,1,1
5120,1,0,0,0
4803,1,0,0,0
1776,1,1,1,1
4405,0,0,0,0
6651,0,0,0,0
6385,0,0,0,0
4399,0,0,0,0
3144,1,1,1,1
2690,1,1,1,1
5249,0,0,0,0
3134,0,0,0,0
3194,1,1,1,1
5968,0,0,0,0
7352,0,0,0,0
451,0,0,0,0
5097,0,0,0,0
1141,1,1,1,1
2698,1,1,1,1
935,1,1,1,1
4294,0,0,0,0
6750,1,0,0,0
3540,0,0,0,0
3137,1,0,0,0
6883,0,0,0,0
3161,1,1,1,1
644,0,0,0,0
7302,1,1,0,1
78,1,1,1,1
1644,1,1,1,1
7234,1,1,0,1
5849,1,0,1,1
635,1,1,1,1
269,1,0,0,0
6257,0,0,0,0
7611,0,0,0,0
3552,0,0,0,0
5826,0,0,0,0
4863,0,0,0,0
1828,1,0,0,0
1140,1,1,1,1
3638,0,0,0,0
4195,1,1,1,1
3003,1,1,1,1
3785,1,1,0,1
6720,0,0,0,0
4637,0,0,0,0
4188,0,0,0,0
1699,1,1,1,1
1072,1,1,1,1
1688,1,1,1,1
4902,0,0,0,0
5045,0,0,0,0
5835,0,0,0,0
1245,1,1,1,1
370,1,1,1,1
4480,0,0,0,0
5585,0,0,0,0
4039,0,0,0,0
1660,1,1,1,1
516,1,1,1,1
1808,1,1,1,1
3254,1,1,1,1
1488,0,0,0,0
1896,1,0,1,1
3159,1,1,1,1
6534,0,0,0,0
4596,0,0,0,0
5256,1,0,0,0
5234,0,0,0,0
7193,1,0,0,0
5091,0,0,0,0
1591,1,1,1,1
2860,1,0,0,0
5363,0,0,0,0
4702,0,0,0,0
5310,0,0,0,0
4093,0,0,0,0
593,1,1,1,1
5641,0,0,0,0
4208,0,0,0,0
4439,0,0,0,0
6383,0,0,0,0
3927,1,1,1,1
6373,0,0,0,0
4868,0,0,0,0
2015,1,1,1,1
3932,1,0,0,0
7355,0,0,0,0
1441,1,1,1,1
967,1,1,1,1
2172,1,1,1,1
542,1,1,1,1
1436,1,1,1,1
4213,0,0,0,0
7464,0,0,0,0
4850,0,0,0,0
4615,1,1,0,1
2647,1,1,1,1
1317,1,1,1,1
5492,0,0,0,0
3955,1,1,1,1
5154,0,0,0,0
5352,0,0,0,0
354,1,1,1,1
319,1,1,1,1
6954,0,0,0,0
3890,0,0,1,0
7311,1,1,1,1
2111,1,1,1,1
6085,0,0,0,0
3322,1,0,0,0
5405,0,0,0,0
3795,1,0,0,0
5388,1,0,0,0
2136,1,1,1,1
7251,1,0,0,0
530,1,1,0,1
4121,0,0,0,0
2459,0,0,0,0
3641,1,0,0,0
3657,0,0,0,0
5277,1,1,1,1
6129,1,1,0,1
630,1,1,1,1
4119,1,0,0,0
6090,0,0,0,0
610,1,1,1,1
7555,1,0,0,0
3153,1,0,1,1
1636,1,1,1,1
4508,0,0,1,0
1894,1,1,1,1
3292,1,1,1,1
2898,1,1,1,1
7284,0,0,0,0
1949,0,0,0,0
6661,0,0,0,0
3213,1,1,1,1
6997,0,0,0,0
5061,0,0,0,0
1562,1,1,1,1
5503,0,0,0,0
5552,0,0,0,0
5233,0,0,0,0
1355,1,0,0,0
602,1,1,0,1
4858,0,0,0,0
4892,0,0,0,0
5330,1,0,0,0
6187,0,0,0,0
1712,1,1,1,1
3470,0,0,0,0
1445,1,1,1,1
5715,0,0,0,0
3594,0,0,0,0
7391,1,1,1,1
2108,1,1,1,1
6687,0,0,0,0
6993,0,0,0,0
1632,1,1,1,1
3944,0,0,0,0
2295,1,0,0,0
538,1,1,1,1
6561,0,0,0,0
372,1,1,1,1
2112,1,0,0,0
5281,0,0,0,0
2393,0,0,1,0
2158,1,1,1,1
2399,0,0,0,0
5533,0,0,0,0
1002,1,1,1,1
3432,0,1,0,0
7211,0,0,0,0
2825,1,0,1,1
872,1,0,1,1
5415,0,0,0,0
3754,0,0,0,0
3561,1,0,0,0
6463,1,1,1,1
6646,0,0,0,0
5539,1,1,1,1
5790,0,0,0,0
3007,1,0,0,0
1193,1,0,0,0
7305,1,1,0,1
7336,0,0,0,0
890,1,1,1,1
5601,0,0,0,0
4975,0,0,0,0
2243,1,1,0,1
5280,0,0,0,0
1800,1,1,1,1
2776,1,1,0,1
1734,1,1,1,1
1542,1,1,1,1
5509,0,0,0,0
1465,1,0,0,0
149,0,0,0,0
641,1,1,0,1
5903,0,0,0,0
3298,0,0,0,0
1586,1,1,1,1
663,1,0,1,1
1306,1,1,1,1
4986,0,0,0,0
6767,0,0,0,0
2724,1,1,1,1
7173,0,0,0,0
6579,1,0,0,0
4397,0,0,0,0
3476,1,1,0,1
3146,1,1,0,1
1112,1,1,1,1
2851,1,1,1,1
5998,0,0,0,0
1859,0,0,1,0
5472,0,0,0,0
5555,1,0,1,1
6673,0,0,0,0
6653,0,0,0,0
1519,1,1,1,1
1966,1,1,1,1
1077,1,1,1,1
5383,0,0,0,0
3156,1,1,1,1
2713,1,1,1,1
7571,0,1,0,0
7594,0,0,0,0
2904,1,1,1,1
5953,0,0,0,0
3966,1,0,0,0
3267,0,0,0,0
4556,0,0,0,0
6872,0,1,0,0
102,1,1,1,1
1452,1,1,1,1
2599,1,1,1,1
2235,1,1,1,1
6360,0,0,0,0
4387,1,0,0,0
4729,1,1,1,1
2185,1,1,1,1
1082,0,0,0,0
3802,1,0,0,0
271,1,1,1,1
3334,0,0,0,0
3478,1,0,0,0
89,1,1,1,1
2151,0,0,0,0
