tahun_kelahiran,pendidikan,status_pernikahan,pendapatan,jumlah_anak_balita,jumlah_anak_remaja,terakhir_belanja,belanja_buah,belanja_daging,belanja_ikan,belanja_kue,pembelian_diskon,pembelian_web,pembelian_toko,keluhan,tanggal_menjadi_anggota
1974,SMA,Rencana Menikah,55282661.0,1.0,0.0,38.0,6069.0,13402.0,35908.0,0.0,2.0,0.0,1.0,0.0,
1967,SMA,Rencana Menikah,66119777.0,0.0,0.0,23.0,202316.0,189466.0,219854.0,26370.0,3.0,3.0,5.0,0.0,
1977,Sarjana,Menikah,72778806.0,1.0,1.0,78.0,19307.0,41027.0,29812.0,8482.0,0.0,4.0,3.0,0.0,
1971,SMP,Rencana Menikah,19902071.0,1.0,0.0,5.0,33037.0,22650.0,11939.0,33633.0,1.0,1.0,,,
1983,Doktor,Menikah,182841275.0,0.0,0.0,30.0,83648.0,413530.0,115027.0,88352.0,0.0,8.0,11.0,0.0,
1964,Doktor,Menikah,178766000.0,,0.0,98.0,208369.0,1628515.0,40460.0,129472.0,0.0,6.0,8.0,0.0,2013-11-22
1966,Sarjana,Menikah,153481000.0,0.0,0.0,24.0,307496.0,1167271.0,194208.0,101150.0,3.0,4.0,,0.0,2014-06-06
1960,Sarjana,Sendiri,67925741.0,0.0,1.0,48.0,4628.0,42759.0,19831.0,9195.0,2.0,0.0,2.0,0.0,
1968,Magister,Menikah,78123000.0,0.0,1.0,90.0,34391.0,62713.0,34391.0,30345.0,4.0,5.0,6.0,0.0,2013-03-26
1977,,Menikah,172046172.0,0.0,0.0,66.0,74057.0,1578492.0,103681.0,214636.0,1.0,5.0,8.0,0.0,
1965,Sarjana,Menikah,152432745.0,0.0,1.0,41.0,123116.0,343164.0,228610.0,26012.0,1.0,10.0,9.0,,
1980,,Rencana Menikah,118224028.0,0.0,0.0,13.0,56346.0,147083.0,103746.0,13381.0,0.0,0.0,6.0,0.0,
1973,Magister,Sendiri,79407023.0,1.0,0.0,5.0,2007.0,103700.0,11752.0,16215.0,1.0,,0.0,0.0,
1969,,Rencana Menikah,94362575.0,0.0,1.0,17.0,2386.0,44869.0,509.0,0.0,4.0,4.0,5.0,0.0,
1947,Doktor,Menikah,,0.0,0.0,84.0,48552.0,1571871.0,287266.0,0.0,0.0,9.0,8.0,0.0,2013-02-15
1973,Magister,Sendiri,78905135.0,0.0,0.0,2.0,8725.0,34900.0,9667.0,12509.0,2.0,3.0,0.0,0.0,
1985,Sarjana,,156697513.0,0.0,0.0,43.0,11478.0,651173.0,22191.0,,,0.0,8.0,0.0,
1950,Magister,Menikah,134235565.0,0.0,1.0,15.0,6210.0,90793.0,23051.0,1035.0,3.0,,7.0,0.0,
1958,Sarjana,Menikah,,0.0,0.0,56.0,40071.0,251006.0,84814.0,66010.0,,10.0,5.0,0.0,
1954,Sarjana,Sendiri,82437488.0,0.0,0.0,9.0,5589.0,120240.0,7889.0,4071.0,4.0,,7.0,0.0,
1965,Sarjana,Menikah,78433162.0,1.0,1.0,52.0,2215.0,10069.0,3853.0,5537.0,1.0,2.0,2.0,0.0,
1980,Sarjana,Rencana Menikah,146739000.0,0.0,0.0,27.0,220507.0,845614.0,289289.0,202300.0,0.0,2.0,4.0,0.0,
1976,Doktor,Rencana Menikah,142191326.0,0.0,0.0,15.0,63799.0,1174149.0,105943.0,128745.0,1.0,5.0,7.0,0.0,
1994,SMA,Sendiri,178772907.0,0.0,0.0,74.0,157865.0,1211343.0,128707.0,212843.0,2.0,5.0,10.0,0.0,
1966,Magister,Rencana Menikah,123392715.0,0.0,1.0,20.0,62185.0,543745.0,79750.0,76634.0,9.0,8.0,8.0,0.0,
1954,Magister,Rencana Menikah,78770569.0,0.0,1.0,60.0,1871.0,14767.0,455.0,0.0,0.0,2.0,0.0,0.0,
1975,,Menikah,84079903.0,1.0,0.0,72.0,2583.0,14908.0,1836.0,,0.0,0.0,2.0,0.0,
1954,Sarjana,Rencana Menikah,146682276.0,0.0,0.0,4.0,,435657.0,51165.0,14848.0,0.0,9.0,8.0,0.0,
1957,SMA,Menikah,166719220.0,0.0,,35.0,103526.0,1699084.0,409371.0,278681.0,0.0,8.0,11.0,0.0,
1959,Sarjana,Sendiri,166101000.0,1.0,1.0,45.0,271082.0,811223.0,204323.0,42483.0,5.0,10.0,13.0,1.0,2013-01-06
1972,Sarjana,Menikah,86094046.0,0.0,0.0,78.0,8509.0,154313.0,7696.0,12055.0,5.0,7.0,4.0,0.0,
1951,Sarjana,Sendiri,163226000.0,0.0,0.0,68.0,34391.0,1432284.0,80920.0,99127.0,0.0,8.0,10.0,0.0,2013-06-04
1980,SMP,Sendiri,32391000.0,1.0,1.0,41.0,18207.0,14161.0,24276.0,14161.0,2.0,1.0,4.0,0.0,2013-03-19
1982,SMA,Menikah,125509626.0,0.0,2.0,36.0,32060.0,,66388.0,93422.0,0.0,1.0,5.0,0.0,
1956,Sarjana,Menikah,76774000.0,0.0,1.0,92.0,0.0,16184.0,14161.0,0.0,1.0,0.0,4.0,0.0,2014-02-21
1969,Magister,Rencana Menikah,143056648.0,,0.0,16.0,140826.0,1496531.0,147254.0,244456.0,0.0,3.0,9.0,0.0,
1975,Sarjana,Rencana Menikah,78675624.0,0.0,0.0,4.0,8073.0,32295.0,13248.0,18369.0,,3.0,0.0,0.0,
1961,Magister,Sendiri,151009319.0,1.0,1.0,48.0,167249.0,544945.0,,42848.0,1.0,6.0,12.0,0.0,
1975,,Rencana Menikah,165791184.0,0.0,0.0,35.0,69871.0,801369.0,191513.0,44780.0,2.0,1.0,11.0,0.0,
1964,Sarjana,Cerai,170188431.0,0.0,0.0,71.0,102575.0,1844557.0,128866.0,206140.0,0.0,3.0,4.0,0.0,
1947,Sarjana,,146035719.0,0.0,0.0,4.0,51522.0,519132.0,66856.0,22380.0,0.0,11.0,7.0,0.0,
1953,Sarjana,Menikah,73221000.0,0.0,1.0,0.0,6069.0,89012.0,2023.0,4046.0,4.0,4.0,2.0,,2014-04-24
1988,Sarjana,Sendiri,39955102.0,0.0,0.0,1.0,14957.0,22582.0,17666.0,3432.0,1.0,0.0,1.0,0.0,
1962,Sarjana,Menikah,141869834.0,,0.0,20.0,270397.0,434611.0,110111.0,32317.0,3.0,8.0,13.0,0.0,
1964,Sarjana,Sendiri,152612687.0,0.0,0.0,13.0,,342620.0,178138.0,38413.0,1.0,10.0,,0.0,
1974,Sarjana,Cerai,50690000.0,1.0,0.0,54.0,2023.0,14161.0,0.0,14161.0,3.0,2.0,1.0,0.0,2012-10-15
1983,Sarjana,Menikah,77035000.0,1.0,0.0,29.0,22253.0,125426.0,38437.0,0.0,1.0,2.0,6.0,0.0,2013-02-12
1982,Sarjana,Sendiri,37466120.0,0.0,0.0,8.0,6738.0,11829.0,,676.0,0.0,0.0,2.0,0.0,
1960,Sarjana,Rencana Menikah,27233181.0,1.0,1.0,90.0,5589.0,12777.0,8251.0,4365.0,0.0,2.0,3.0,0.0,
1957,Sarjana,Menikah,151910967.0,,1.0,,157282.0,336870.0,170167.0,60178.0,3.0,10.0,7.0,0.0,
1989,Sarjana,Rencana Menikah,184496026.0,0.0,0.0,93.0,305283.0,1231065.0,208098.0,204732.0,1.0,3.0,6.0,0.0,
1955,Sarjana,Sendiri,99065808.0,1.0,1.0,95.0,23600.0,101806.0,31950.0,,5.0,3.0,5.0,0.0,
1976,Sarjana,Sendiri,55927797.0,1.0,0.0,52.0,4288.0,63763.0,26703.0,,2.0,0.0,5.0,0.0,
1967,Sarjana,Menikah,85985198.0,0.0,1.0,79.0,10182.0,36819.0,8362.0,12543.0,,1.0,3.0,0.0,
1981,SMP,Rencana Menikah,27158120.0,0.0,0.0,40.0,,21974.0,24710.0,23760.0,0.0,0.0,,,
1952,Sarjana,Rencana Menikah,172870860.0,0.0,0.0,19.0,,865323.0,164061.0,278366.0,1.0,2.0,11.0,0.0,
1962,SMA,,118235000.0,0.0,1.0,30.0,72828.0,157794.0,123403.0,107219.0,2.0,10.0,6.0,0.0,2013-11-18
1968,Magister,Rencana Menikah,116744949.0,0.0,1.0,63.0,2385.0,82481.0,0.0,3320.0,2.0,2.0,10.0,,
1958,Magister,Rencana Menikah,160592694.0,0.0,0.0,52.0,51824.0,870960.0,,56057.0,1.0,2.0,7.0,0.0,
1982,Magister,Sendiri,,1.0,0.0,21.0,2847.0,172935.0,24202.0,0.0,,6.0,5.0,0.0,
1950,Doktor,Cerai,98891000.0,0.0,2.0,8.0,22253.0,200277.0,66759.0,42483.0,5.0,5.0,6.0,0.0,2012-10-31
1969,Magister,Rencana Menikah,133230000.0,0.0,1.0,77.0,56644.0,301427.0,56644.0,18207.0,0.0,3.0,10.0,0.0,2013-12-07
1963,Sarjana,,180220249.0,0.0,0.0,40.0,208607.0,1565931.0,152414.0,101804.0,2.0,6.0,7.0,0.0,
1942,Magister,Cerai Mati,101865000.0,0.0,0.0,78.0,254898.0,989247.0,337841.0,252875.0,0.0,4.0,12.0,0.0,2013-10-30
1972,Doktor,Sendiri,69191000.0,1.0,1.0,30.0,0.0,26299.0,12138.0,2023.0,,0.0,0.0,0.0,2014-05-22
1970,Sarjana,Menikah,120617502.0,0.0,1.0,97.0,20316.0,228111.0,34161.0,9971.0,2.0,5.0,8.0,0.0,
1961,,,114231000.0,0.0,1.0,40.0,10115.0,283220.0,0.0,2023.0,7.0,3.0,7.0,0.0,2013-03-01
1952,Magister,Menikah,138136580.0,0.0,1.0,67.0,21946.0,116690.0,1112.0,3559.0,,9.0,3.0,0.0,
1977,,Rencana Menikah,45959126.0,1.0,0.0,18.0,13448.0,,33505.0,3390.0,2.0,0.0,1.0,0.0,
1961,Sarjana,Menikah,109941036.0,0.0,0.0,10.0,39812.0,255021.0,54041.0,13248.0,5.0,6.0,5.0,0.0,
1966,SMA,,138914147.0,0.0,0.0,66.0,128336.0,304058.0,,164810.0,2.0,7.0,6.0,0.0,
1956,Sarjana,Rencana Menikah,109345748.0,0.0,1.0,64.0,29288.0,233520.0,20638.0,0.0,6.0,9.0,7.0,0.0,
1960,Sarjana,Sendiri,171688806.0,0.0,0.0,55.0,84618.0,582729.0,110524.0,314299.0,2.0,,11.0,0.0,
1963,Sarjana,Rencana Menikah,109718896.0,0.0,1.0,12.0,17599.0,245398.0,11999.0,34668.0,6.0,,7.0,0.0,
1959,Doktor,Rencana Menikah,,1.0,1.0,18.0,8122.0,33484.0,1026.0,0.0,4.0,2.0,1.0,0.0,
1989,Doktor,Sendiri,82423000.0,0.0,0.0,20.0,,546210.0,173978.0,119357.0,2.0,2.0,10.0,0.0,2013-01-12
1957,SMA,Rencana Menikah,170553920.0,0.0,0.0,59.0,74562.0,966855.0,206053.0,59534.0,1.0,7.0,6.0,0.0,
1984,Sarjana,Menikah,167010983.0,0.0,0.0,29.0,223259.0,1418531.0,59071.0,346257.0,1.0,3.0,7.0,0.0,
1985,SMP,Sendiri,49473000.0,1.0,0.0,19.0,12138.0,2023.0,8092.0,22253.0,0.0,0.0,1.0,0.0,2014-01-20
1980,SMA,Rencana Menikah,29784177.0,,0.0,28.0,4309.0,27061.0,7828.0,34000.0,1.0,2.0,4.0,0.0,
1948,,Cerai,161153986.0,0.0,,40.0,38751.0,1178885.0,336061.0,48866.0,4.0,,10.0,0.0,
1961,Sarjana,Rencana Menikah,153959336.0,0.0,0.0,37.0,97044.0,623841.0,79635.0,76957.0,2.0,7.0,7.0,0.0,
1958,Sarjana,Rencana Menikah,112328797.0,0.0,1.0,5.0,11174.0,60043.0,4789.0,853.0,3.0,5.0,8.0,0.0,
1979,Sarjana,Sendiri,186572678.0,0.0,0.0,76.0,168349.0,1828611.0,67139.0,73445.0,1.0,4.0,9.0,0.0,
1973,Doktor,Menikah,,1.0,0.0,65.0,0.0,12138.0,0.0,4046.0,0.0,1.0,3.0,0.0,2013-09-19
1969,Sarjana,Sendiri,107066735.0,0.0,1.0,,7994.0,109582.0,9703.0,,0.0,3.0,1.0,0.0,
1929,Doktor,Sendiri,103966386.0,0.0,0.0,100.0,7252.0,190.0,2958.0,1774.0,0.0,2.0,,0.0,
1961,Doktor,Sendiri,146841000.0,0.0,0.0,75.0,101150.0,801108.0,30345.0,,1.0,4.0,10.0,0.0,2013-11-18
1967,Sarjana,Sendiri,94453399.0,,1.0,21.0,8313.0,50796.0,8807.0,0.0,4.0,,4.0,0.0,
1972,,Menikah,152496968.0,0.0,1.0,35.0,77377.0,410927.0,232135.0,31106.0,0.0,8.0,10.0,0.0,
1961,Sarjana,Sendiri,166212975.0,0.0,0.0,87.0,,1862833.0,88638.0,160069.0,0.0,5.0,10.0,0.0,
1953,Magister,,85027132.0,1.0,,32.0,0.0,71056.0,7415.0,8092.0,4.0,2.0,2.0,,
1957,Magister,Menikah,106777000.0,0.0,1.0,90.0,4046.0,155771.0,20230.0,,8.0,8.0,11.0,0.0,2012-11-09
1975,Doktor,Menikah,57361000.0,1.0,0.0,27.0,4046.0,6069.0,0.0,,4.0,1.0,2.0,0.0,
1970,SMP,Rencana Menikah,18803000.0,1.0,0.0,6.0,36414.0,22253.0,12138.0,36414.0,2.0,1.0,4.0,,2012-10-05
1963,Sarjana,Sendiri,36136000.0,1.0,1.0,98.0,4046.0,4046.0,18207.0,8092.0,,5.0,5.0,0.0,2013-06-02
1971,Doktor,Menikah,90630000.0,1.0,1.0,60.0,4046.0,89012.0,20230.0,16184.0,9.0,4.0,6.0,0.0,2013-08-20
1945,Magister,Rencana Menikah,164271483.0,0.0,0.0,69.0,196879.0,1506851.0,11708.0,85072.0,,1.0,7.0,,
1977,Doktor,Menikah,154446000.0,0.0,0.0,8.0,72828.0,1039822.0,396508.0,186116.0,2.0,3.0,5.0,0.0,2013-01-10
1974,Sarjana,Rencana Menikah,53774030.0,1.0,0.0,42.0,593.0,15946.0,949.0,712.0,3.0,0.0,,0.0,
1957,Sarjana,Menikah,30289000.0,0.0,0.0,17.0,0.0,2023.0,12138.0,2023.0,0.0,0.0,0.0,0.0,2013-09-07
1961,,Sendiri,152552338.0,0.0,0.0,10.0,132551.0,341139.0,151764.0,49081.0,2.0,10.0,4.0,,
1973,SMA,Menikah,46945453.0,1.0,0.0,72.0,13652.0,40946.0,21755.0,1017.0,2.0,2.0,4.0,0.0,
1981,Sarjana,Sendiri,122050660.0,0.0,1.0,9.0,171024.0,720310.0,146100.0,73725.0,3.0,4.0,13.0,0.0,
1953,Magister,Rencana Menikah,137418443.0,0.0,,101.0,,93284.0,12283.0,12898.0,2.0,4.0,4.0,0.0,
1965,Doktor,Menikah,168932304.0,0.0,0.0,86.0,152939.0,,241951.0,2973.0,2.0,2.0,,,
1978,Sarjana,Sendiri,53408667.0,1.0,0.0,35.0,11321.0,21436.0,12138.0,26086.0,1.0,2.0,4.0,0.0,
1947,Magister,Rencana Menikah,128623427.0,0.0,0.0,68.0,35501.0,335345.0,113331.0,5017.0,0.0,2.0,5.0,0.0,
1983,Sarjana,Menikah,149633404.0,1.0,0.0,73.0,144684.0,791841.0,86128.0,170371.0,1.0,8.0,,0.0,
1962,Sarjana,Rencana Menikah,71094000.0,0.0,1.0,47.0,4046.0,48552.0,4046.0,0.0,2.0,,2.0,0.0,2013-05-19
1967,Sarjana,Cerai,163736217.0,,0.0,16.0,329122.0,1183684.0,297156.0,310317.0,0.0,3.0,4.0,0.0,
1975,SMP,Sendiri,49925171.0,0.0,0.0,45.0,16363.0,10473.0,7387.0,14506.0,0.0,0.0,2.0,0.0,
1979,,Sendiri,85099045.0,1.0,0.0,47.0,19550.0,116716.0,9878.0,30360.0,3.0,4.0,5.0,,
1954,Sarjana,Menikah,136638332.0,0.0,1.0,87.0,191691.0,410112.0,118095.0,154160.0,,11.0,5.0,0.0,
1956,Sarjana,Menikah,108444000.0,0.0,1.0,97.0,20230.0,206346.0,16184.0,0.0,5.0,12.0,6.0,0.0,2012-11-28
1988,Doktor,Menikah,100257000.0,0.0,0.0,62.0,,107219.0,6069.0,0.0,3.0,7.0,8.0,0.0,2012-10-04
1967,Sarjana,Cerai,138370404.0,0.0,0.0,74.0,284.0,205014.0,89529.0,29500.0,5.0,3.0,11.0,0.0,
1972,Sarjana,Rencana Menikah,117624238.0,1.0,1.0,67.0,57212.0,,24037.0,21812.0,7.0,6.0,5.0,0.0,
1968,Sarjana,Rencana Menikah,31266870.0,1.0,0.0,81.0,4851.0,26950.0,3960.0,9137.0,2.0,2.0,4.0,0.0,
1961,Magister,Rencana Menikah,109711493.0,0.0,1.0,30.0,72599.0,,160628.0,112938.0,3.0,,9.0,,
1967,Sarjana,Menikah,83114000.0,,1.0,38.0,0.0,0.0,10115.0,10115.0,3.0,2.0,5.0,0.0,2014-03-15
1965,Sarjana,Sendiri,140609000.0,0.0,1.0,10.0,10115.0,66759.0,32368.0,12138.0,0.0,9.0,5.0,0.0,2014-03-02
1981,Sarjana,Sendiri,69438035.0,1.0,,65.0,9867.0,205051.0,32361.0,11883.0,3.0,4.0,4.0,0.0,
1977,Sarjana,Sendiri,122006000.0,0.0,1.0,9.0,,598808.0,167909.0,109242.0,3.0,,12.0,0.0,2013-03-31
1983,SMA,Menikah,45706000.0,0.0,0.0,85.0,,6069.0,12138.0,0.0,1.0,5.0,4.0,0.0,2014-02-16
1957,SMA,Rencana Menikah,152522809.0,0.0,1.0,46.0,212379.0,511174.0,52360.0,211925.0,2.0,2.0,10.0,0.0,
1977,SMA,,122109833.0,0.0,0.0,18.0,52568.0,731719.0,176463.0,9434.0,3.0,4.0,2.0,,
1961,Magister,Rencana Menikah,165575545.0,0.0,,,84738.0,1125371.0,89202.0,80072.0,1.0,5.0,8.0,0.0,
1974,Magister,Rencana Menikah,111042235.0,1.0,1.0,49.0,9771.0,76606.0,14313.0,4771.0,4.0,3.0,4.0,0.0,
1966,Doktor,Menikah,61406000.0,1.0,1.0,32.0,2023.0,12138.0,0.0,6069.0,0.0,4.0,1.0,0.0,2014-06-03
1984,SMP,Sendiri,28741000.0,0.0,0.0,89.0,14161.0,,18207.0,34391.0,1.0,3.0,,0.0,2012-12-20
1961,Magister,Cerai,105170655.0,1.0,1.0,63.0,47927.0,198202.0,57828.0,,9.0,4.0,8.0,0.0,
1954,Sarjana,Menikah,132249000.0,0.0,1.0,3.0,76874.0,657475.0,93058.0,20230.0,5.0,5.0,12.0,0.0,2013-11-28
1970,Magister,Menikah,71673000.0,0.0,1.0,44.0,2023.0,16184.0,,10115.0,1.0,0.0,3.0,0.0,2013-11-09
1965,Magister,Rencana Menikah,159122837.0,0.0,0.0,30.0,105210.0,633074.0,,24852.0,0.0,8.0,7.0,0.0,
1983,Sarjana,Rencana Menikah,123000000.0,0.0,0.0,19.0,307496.0,663544.0,396508.0,117334.0,0.0,13.0,10.0,0.0,2013-02-06
1960,Sarjana,Sendiri,152304096.0,0.0,0.0,17.0,124529.0,380440.0,110001.0,75248.0,2.0,9.0,3.0,0.0,
1953,Magister,Sendiri,108891713.0,1.0,1.0,16.0,1177.0,75544.0,1412.0,588.0,9.0,7.0,7.0,0.0,
1974,SMA,Rencana Menikah,65252242.0,0.0,0.0,61.0,12366.0,29495.0,5025.0,19772.0,1.0,0.0,3.0,0.0,
1958,Sarjana,Rencana Menikah,105932479.0,0.0,1.0,84.0,170783.0,358007.0,7834.0,101188.0,3.0,2.0,7.0,0.0,
1976,Sarjana,Rencana Menikah,134384228.0,0.0,1.0,,10193.0,418607.0,25409.0,30184.0,3.0,5.0,9.0,0.0,
1966,Sarjana,Menikah,136194136.0,1.0,0.0,20.0,113593.0,466409.0,17281.0,97917.0,3.0,5.0,6.0,0.0,
1977,Magister,Sendiri,,0.0,0.0,46.0,144491.0,244188.0,,87042.0,3.0,5.0,7.0,0.0,
1957,Sarjana,Menikah,151705113.0,0.0,1.0,74.0,151744.0,365060.0,145431.0,,3.0,9.0,6.0,0.0,
1969,SMP,Rencana Menikah,,0.0,0.0,43.0,44506.0,14161.0,24276.0,8092.0,,4.0,0.0,0.0,2013-01-16
1964,Sarjana,Sendiri,99321050.0,1.0,,41.0,9614.0,105240.0,2000.0,17206.0,5.0,6.0,2.0,0.0,
1966,Sarjana,Sendiri,79437337.0,1.0,0.0,45.0,11131.0,113344.0,9108.0,3036.0,1.0,6.0,1.0,0.0,
1994,Doktor,Sendiri,72056476.0,1.0,0.0,71.0,889.0,30182.0,19015.0,,3.0,5.0,1.0,0.0,
1986,Magister,Menikah,162077000.0,0.0,0.0,19.0,220507.0,799085.0,356048.0,141610.0,3.0,,9.0,0.0,2013-10-30
1957,Sarjana,,77838452.0,0.0,0.0,46.0,22074.0,94702.0,48284.0,47618.0,4.0,0.0,3.0,0.0,
1952,Magister,Cerai,134811723.0,0.0,0.0,9.0,15934.0,348698.0,33145.0,25889.0,3.0,4.0,9.0,0.0,
1981,Sarjana,Sendiri,123094000.0,1.0,2.0,46.0,4046.0,10115.0,14161.0,4046.0,0.0,3.0,5.0,0.0,
1985,Sarjana,Menikah,107914817.0,1.0,0.0,0.0,13795.0,2267.0,0.0,3659.0,0.0,1.0,1.0,0.0,
1968,Magister,,,2.0,1.0,101.0,0.0,18207.0,0.0,6069.0,4.0,1.0,3.0,0.0,2013-05-07
1969,,Cerai,,0.0,0.0,24.0,277151.0,1205708.0,74851.0,22253.0,2.0,6.0,6.0,0.0,2013-05-20
1983,Sarjana,Rencana Menikah,56246000.0,1.0,0.0,69.0,10115.0,32368.0,12138.0,0.0,4.0,3.0,4.0,0.0,2013-03-20
1952,Sarjana,Cerai Mati,144073000.0,0.0,0.0,82.0,91035.0,1333157.0,218484.0,22253.0,4.0,4.0,8.0,0.0,2013-02-09
1960,,Rencana Menikah,150926403.0,0.0,0.0,12.0,187279.0,1292516.0,228730.0,196854.0,0.0,7.0,,0.0,
1956,Sarjana,Sendiri,190016217.0,0.0,0.0,52.0,52061.0,1567234.0,,84522.0,0.0,3.0,6.0,0.0,
1952,SMA,Rencana Menikah,124781457.0,0.0,1.0,27.0,106145.0,252832.0,78181.0,5740.0,4.0,5.0,6.0,0.0,
1977,Magister,Sendiri,84674087.0,0.0,0.0,23.0,116234.0,405827.0,127540.0,96490.0,1.0,2.0,10.0,0.0,
1964,Doktor,Rencana Menikah,133057701.0,0.0,0.0,6.0,141218.0,,49460.0,44337.0,,8.0,6.0,0.0,
1958,Magister,,163317442.0,0.0,0.0,82.0,159098.0,952950.0,134480.0,99140.0,2.0,5.0,9.0,0.0,
1995,Sarjana,Rencana Menikah,157748000.0,,0.0,4.0,52598.0,572509.0,105196.0,62713.0,0.0,5.0,11.0,0.0,2014-02-15
1979,SMA,Rencana Menikah,192154010.0,0.0,0.0,8.0,47599.0,353669.0,126497.0,183735.0,0.0,7.0,7.0,0.0,
1983,Sarjana,Menikah,140662000.0,0.0,0.0,15.0,44506.0,922488.0,,58667.0,2.0,3.0,8.0,0.0,2012-11-09
1965,Magister,Rencana Menikah,98820696.0,0.0,0.0,70.0,12647.0,250215.0,15365.0,16755.0,3.0,5.0,9.0,0.0,
1969,SMA,Menikah,,0.0,0.0,91.0,50000.0,141732.0,65433.0,51747.0,4.0,7.0,6.0,0.0,
1950,Magister,Rencana Menikah,96548994.0,0.0,0.0,10.0,17613.0,453830.0,96921.0,93651.0,4.0,12.0,6.0,0.0,
1956,Sarjana,Sendiri,124573229.0,0.0,1.0,24.0,133442.0,415367.0,189570.0,,5.0,5.0,10.0,0.0,
1961,Sarjana,Sendiri,44215171.0,0.0,0.0,67.0,2564.0,279255.0,56614.0,178733.0,1.0,4.0,2.0,0.0,
1954,Sarjana,Sendiri,84529685.0,1.0,1.0,11.0,894.0,94696.0,8284.0,14353.0,3.0,3.0,3.0,0.0,
1983,Magister,Rencana Menikah,84406905.0,1.0,0.0,58.0,14140.0,149405.0,3555.0,37905.0,2.0,5.0,6.0,0.0,
1959,Sarjana,Rencana Menikah,107554639.0,0.0,1.0,49.0,8251.0,100708.0,11566.0,19012.0,3.0,2.0,5.0,0.0,
1966,SMA,Menikah,96039000.0,0.0,1.0,98.0,18207.0,56644.0,66759.0,,2.0,0.0,4.0,0.0,
1984,Sarjana,Sendiri,113206000.0,1.0,0.0,,28322.0,202300.0,32368.0,20230.0,4.0,2.0,9.0,0.0,2014-05-16
1977,Magister,Rencana Menikah,34828000.0,1.0,0.0,7.0,10115.0,42483.0,0.0,30345.0,4.0,6.0,4.0,0.0,2013-09-20
1967,Sarjana,Rencana Menikah,131454431.0,0.0,0.0,100.0,285063.0,349850.0,64677.0,95073.0,0.0,7.0,9.0,0.0,
1974,Sarjana,Menikah,155602000.0,1.0,0.0,0.0,216461.0,621061.0,285243.0,167909.0,2.0,0.0,15.0,0.0,2012-09-26
1954,Magister,Rencana Menikah,105951914.0,0.0,1.0,58.0,7410.0,167887.0,16777.0,0.0,7.0,9.0,4.0,0.0,
1952,Sarjana,Menikah,134682778.0,0.0,0.0,52.0,47571.0,213827.0,18808.0,25537.0,2.0,5.0,7.0,0.0,
1959,Sarjana,Rencana Menikah,,0.0,0.0,96.0,24276.0,26299.0,6069.0,0.0,2.0,2.0,5.0,0.0,2013-08-19
1958,Sarjana,Rencana Menikah,143088225.0,,0.0,67.0,163588.0,750268.0,95350.0,53477.0,1.0,8.0,5.0,0.0,
1960,Sarjana,Menikah,57529823.0,1.0,1.0,91.0,18470.0,28936.0,12401.0,2066.0,3.0,0.0,5.0,0.0,
1968,Sarjana,Menikah,131358742.0,0.0,,88.0,7716.0,103239.0,12480.0,17081.0,,6.0,4.0,0.0,
1989,Sarjana,Sendiri,191497364.0,0.0,0.0,37.0,228198.0,1864328.0,174322.0,245805.0,1.0,5.0,10.0,0.0,
1962,Doktor,Cerai,170435626.0,0.0,0.0,29.0,62713.0,925837.0,117753.0,151245.0,1.0,4.0,12.0,0.0,
1968,Doktor,Rencana Menikah,64980000.0,1.0,1.0,42.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,2014-05-23
1946,Sarjana,,55229396.0,,1.0,66.0,4300.0,21248.0,2277.0,4555.0,0.0,0.0,3.0,0.0,
1971,Sarjana,Menikah,139920322.0,0.0,0.0,,98814.0,645215.0,136550.0,195371.0,0.0,5.0,9.0,0.0,
1966,Sarjana,,159859000.0,0.0,0.0,89.0,131495.0,1921850.0,453152.0,378301.0,3.0,4.0,11.0,,2013-08-14
1959,Magister,Rencana Menikah,114825092.0,0.0,1.0,33.0,44480.0,154133.0,36262.0,75387.0,2.0,2.0,,0.0,
1964,Magister,Rencana Menikah,139633097.0,0.0,1.0,72.0,124314.0,273429.0,94296.0,110610.0,2.0,4.0,9.0,0.0,
1954,SMA,Rencana Menikah,123575000.0,0.0,1.0,43.0,28322.0,301427.0,30345.0,0.0,3.0,8.0,7.0,0.0,2013-10-12
1946,Doktor,Menikah,117595499.0,0.0,0.0,,21349.0,245377.0,7027.0,7559.0,2.0,8.0,4.0,0.0,
1974,Sarjana,Rencana Menikah,138301020.0,0.0,0.0,9.0,51899.0,949782.0,249137.0,75107.0,0.0,6.0,7.0,0.0,
1954,Sarjana,Rencana Menikah,151757347.0,0.0,0.0,68.0,170749.0,334333.0,135152.0,76335.0,3.0,10.0,5.0,0.0,
1951,Sarjana,Menikah,175215000.0,0.0,0.0,20.0,386393.0,985201.0,107219.0,60690.0,2.0,4.0,7.0,0.0,2013-01-16
1973,Sarjana,Rencana Menikah,39948519.0,1.0,0.0,35.0,9073.0,53167.0,11744.0,5990.0,3.0,2.0,0.0,0.0,
1954,Magister,Rencana Menikah,106252666.0,0.0,1.0,59.0,9349.0,173703.0,,0.0,7.0,,4.0,0.0,
1983,SMA,Cerai,70040072.0,1.0,,27.0,1589.0,8525.0,8669.0,3034.0,,0.0,3.0,0.0,
1982,SMA,Sendiri,55603650.0,0.0,0.0,41.0,3220.0,21699.0,322.0,6300.0,2.0,0.0,2.0,0.0,
